Date,BUDAPEST,GYOR.L1,NOGRAD.L4,TOLNA.L2,TOLNA.L3,TOLNA.L4,TOLNA.L5
21/08/2006,124,54.0,34.0,55.0,73.0,131.0,102.0
14/08/2006,187,45.0,61.0,99.0,55.0,73.0,131.0
07/08/2006,195,46.0,30.0,88.0,99.0,55.0,73.0
31/07/2006,130,48.0,54.0,59.0,88.0,99.0,55.0
24/07/2006,126,24.0,44.0,31.0,59.0,88.0,99.0
17/07/2006,154,21.0,49.0,50.0,31.0,59.0,88.0
10/07/2006,149,40.0,40.0,27.0,50.0,31.0,59.0
03/07/2006,106,27.0,27.0,15.0,27.0,50.0,31.0
26/06/2006,151,10.0,53.0,46.0,15.0,27.0,50.0
19/06/2006,100,30.0,35.0,12.0,46.0,15.0,27.0
12/06/2006,91,8.0,62.0,8.0,12.0,46.0,15.0
05/06/2006,46,30.0,32.0,32.0,8.0,12.0,46.0
29/05/2006,38,10.0,29.0,13.0,32.0,8.0,12.0
22/05/2006,13,1.0,25.0,2.0,13.0,32.0,8.0
15/05/2006,22,0.0,25.0,0.0,2.0,13.0,32.0
08/05/2006,33,1.0,7.0,0.0,0.0,2.0,13.0
01/05/2006,9,6.0,7.0,5.0,0.0,0.0,2.0
24/04/2006,14,3.0,0.0,7.0,5.0,0.0,0.0
17/04/2006,48,20.0,2.0,1.0,7.0,5.0,0.0
10/04/2006,7,1.0,1.0,1.0,1.0,7.0,5.0
03/04/2006,18,8.0,0.0,0.0,1.0,1.0,7.0
27/03/2006,6,18.0,1.0,0.0,0.0,1.0,1.0
20/03/2006,21,13.0,2.0,2.0,0.0,0.0,1.0
13/03/2006,30,8.0,1.0,1.0,2.0,0.0,0.0
06/03/2006,21,26.0,2.0,1.0,1.0,2.0,0.0
27/02/2006,79,10.0,0.0,5.0,1.0,1.0,2.0
20/02/2006,64,82.0,5.0,1.0,5.0,1.0,1.0
13/02/2006,55,40.0,4.0,4.0,1.0,5.0,1.0
06/02/2006,18,21.0,1.0,2.0,4.0,1.0,5.0
30/01/2006,101,53.0,5.0,0.0,2.0,4.0,1.0
23/01/2006,63,39.0,2.0,0.0,0.0,2.0,4.0
16/01/2006,59,40.0,4.0,4.0,0.0,0.0,2.0
09/01/2006,6,42.0,10.0,0.0,4.0,0.0,0.0
02/01/2006,26,0.0,14.0,1.0,0.0,4.0,0.0
26/12/2005,150,43.0,6.0,4.0,1.0,0.0,4.0
19/12/2005,80,81.0,22.0,0.0,4.0,1.0,0.0
12/12/2005,82,59.0,0.0,0.0,0.0,4.0,1.0
05/12/2005,58,14.0,13.0,2.0,0.0,0.0,4.0
28/11/2005,84,34.0,21.0,0.0,2.0,0.0,0.0
21/11/2005,59,9.0,18.0,66.0,0.0,2.0,0.0
14/11/2005,60,66.0,14.0,17.0,66.0,0.0,2.0
07/11/2005,116,56.0,10.0,3.0,17.0,66.0,0.0
31/10/2005,99,52.0,13.0,2.0,3.0,17.0,66.0
24/10/2005,112,52.0,27.0,23.0,2.0,3.0,17.0
17/10/2005,197,55.0,30.0,25.0,23.0,2.0,3.0
10/10/2005,116,85.0,26.0,8.0,25.0,23.0,2.0
03/10/2005,215,50.0,28.0,11.0,8.0,25.0,23.0
26/09/2005,82,35.0,32.0,12.0,11.0,8.0,25.0
19/09/2005,155,62.0,39.0,9.0,12.0,11.0,8.0
12/09/2005,80,15.0,26.0,12.0,9.0,12.0,11.0
05/09/2005,13,23.0,40.0,18.0,12.0,9.0,12.0
29/08/2005,70,7.0,46.0,16.0,18.0,12.0,9.0
22/08/2005,391,34.0,44.0,0.0,16.0,18.0,12.0
15/08/2005,178,87.0,26.0,19.0,0.0,16.0,18.0
08/08/2005,124,14.0,0.0,56.0,19.0,0.0,16.0
01/08/2005,235,41.0,13.0,8.0,56.0,19.0,0.0
25/07/2005,88,33.0,84.0,37.0,8.0,56.0,19.0
18/07/2005,187,37.0,23.0,19.0,37.0,8.0,56.0
11/07/2005,140,21.0,2.0,3.0,19.0,37.0,8.0
04/07/2005,111,9.0,16.0,6.0,3.0,19.0,37.0
27/06/2005,72,28.0,8.0,3.0,6.0,3.0,19.0
20/06/2005,75,7.0,8.0,20.0,3.0,6.0,3.0
13/06/2005,44,5.0,8.0,31.0,20.0,3.0,6.0
06/06/2005,40,7.0,8.0,9.0,31.0,20.0,3.0
30/05/2005,37,6.0,1.0,14.0,9.0,31.0,20.0
23/05/2005,10,4.0,6.0,0.0,14.0,9.0,31.0
16/05/2005,6,5.0,4.0,11.0,0.0,14.0,9.0
09/05/2005,7,3.0,0.0,0.0,11.0,0.0,14.0
02/05/2005,5,5.0,1.0,0.0,0.0,11.0,0.0
25/04/2005,10,0.0,1.0,0.0,0.0,0.0,11.0
18/04/2005,11,1.0,2.0,8.0,0.0,0.0,0.0
11/04/2005,16,3.0,0.0,0.0,8.0,0.0,0.0
04/04/2005,20,5.0,1.0,1.0,0.0,8.0,0.0
28/03/2005,17,3.0,2.0,0.0,1.0,0.0,8.0
21/03/2005,21,1.0,0.0,2.0,0.0,1.0,0.0
14/03/2005,34,17.0,0.0,4.0,2.0,0.0,1.0
07/03/2005,28,3.0,2.0,0.0,4.0,2.0,0.0
28/02/2005,44,11.0,0.0,0.0,0.0,4.0,2.0
21/02/2005,33,11.0,0.0,21.0,0.0,0.0,4.0
14/02/2005,85,7.0,3.0,4.0,21.0,0.0,0.0
07/02/2005,16,13.0,6.0,4.0,4.0,21.0,0.0
31/01/2005,95,23.0,5.0,25.0,4.0,4.0,21.0
24/01/2005,43,15.0,6.0,9.0,25.0,4.0,4.0
17/01/2005,35,30.0,25.0,4.0,9.0,25.0,4.0
10/01/2005,30,7.0,9.0,23.0,4.0,9.0,25.0
03/01/2005,259,9.0,13.0,14.0,23.0,4.0,9.0
