Date,BUDAPEST,BUDAPEST.L2,BARANYA.L3,CSONGRAD.L3,CSONGRAD.L8,GYOR.L1,GYOR.L9,GYOR.L12,HAJDU.L8,HEVES.L5,HEVES.L7,JASZ.L1,KOMAROM.L10,KOMAROM.L11,NOGRAD.L2,NOGRAD.L5,NOGRAD.L9,SOMOGY.L5,SOMOGY.L10,SOMOGY.L11,TOLNA.L3,TOLNA.L4,TOLNA.L7,ZALA.L1,ZALA.L3,ZALA.L9,ZALA.L10,ZALA.L14,ZALA.L15
23/07/2012,210,230.0,141.0,90.0,86.0,56.0,92.0,128.0,80.0,142.0,85.0,45.0,70.0,90.0,68.0,107.0,43.0,30.0,37.0,54.0,73.0,35.0,59.0,32.0,49.0,42.0,27.0,42.0,29.0
16/07/2012,125,284.0,38.0,30.0,29.0,57.0,106.0,107.0,69.0,67.0,18.0,11.0,74.0,70.0,100.0,88.0,71.0,30.0,31.0,37.0,56.0,73.0,10.0,16.0,32.0,44.0,42.0,24.0,42.0
09/07/2012,104,210.0,116.0,58.0,46.0,61.0,94.0,90.0,15.0,101.0,142.0,9.0,32.0,74.0,59.0,73.0,106.0,47.0,63.0,31.0,51.0,56.0,79.0,11.0,32.0,51.0,44.0,39.0,24.0
02/07/2012,140,125.0,75.0,47.0,70.0,49.0,60.0,92.0,129.0,40.0,67.0,20.0,50.0,32.0,25.0,68.0,76.0,26.0,19.0,63.0,22.0,51.0,35.0,12.0,16.0,37.0,51.0,64.0,39.0
25/06/2012,99,104.0,73.0,61.0,103.0,24.0,110.0,106.0,76.0,92.0,101.0,6.0,18.0,50.0,21.0,100.0,107.0,29.0,22.0,19.0,20.0,22.0,73.0,9.0,11.0,45.0,37.0,27.0,64.0
18/06/2012,35,140.0,34.0,39.0,90.0,27.0,123.0,94.0,119.0,40.0,40.0,8.0,46.0,18.0,18.0,59.0,88.0,25.0,30.0,22.0,13.0,20.0,56.0,0.0,12.0,54.0,45.0,42.0,27.0
11/06/2012,14,99.0,25.0,21.0,30.0,7.0,108.0,60.0,113.0,25.0,92.0,7.0,75.0,46.0,11.0,25.0,73.0,29.0,30.0,30.0,11.0,13.0,51.0,0.0,9.0,49.0,54.0,44.0,42.0
04/06/2012,34,35.0,21.0,3.0,58.0,5.0,113.0,110.0,150.0,15.0,40.0,12.0,59.0,75.0,6.0,21.0,68.0,15.0,47.0,30.0,11.0,11.0,22.0,0.0,0.0,32.0,49.0,51.0,44.0
28/05/2012,7,14.0,8.0,5.0,47.0,4.0,56.0,123.0,120.0,15.0,25.0,8.0,55.0,59.0,8.0,18.0,100.0,14.0,26.0,47.0,10.0,11.0,20.0,2.0,0.0,32.0,32.0,37.0,51.0
21/05/2012,7,34.0,17.0,15.0,61.0,33.0,57.0,108.0,75.0,14.0,15.0,2.0,54.0,55.0,3.0,11.0,59.0,9.0,29.0,26.0,4.0,10.0,13.0,0.0,0.0,16.0,32.0,45.0,37.0
14/05/2012,4,7.0,9.0,14.0,39.0,7.0,61.0,113.0,73.0,2.0,15.0,3.0,56.0,54.0,1.0,6.0,25.0,8.0,25.0,29.0,5.0,4.0,11.0,0.0,2.0,11.0,16.0,54.0,45.0
07/05/2012,4,7.0,4.0,3.0,21.0,4.0,49.0,56.0,47.0,9.0,14.0,3.0,21.0,56.0,1.0,8.0,21.0,2.0,29.0,25.0,2.0,5.0,11.0,3.0,0.0,12.0,11.0,49.0,54.0
30/04/2012,10,4.0,1.0,2.0,3.0,6.0,24.0,57.0,33.0,2.0,2.0,4.0,26.0,21.0,0.0,3.0,18.0,2.0,15.0,29.0,0.0,2.0,10.0,0.0,0.0,9.0,12.0,32.0,49.0
23/04/2012,6,4.0,1.0,1.0,5.0,2.0,27.0,61.0,14.0,1.0,9.0,2.0,11.0,26.0,0.0,1.0,11.0,1.0,14.0,15.0,0.0,0.0,4.0,0.0,3.0,0.0,9.0,32.0,32.0
16/04/2012,6,10.0,1.0,1.0,15.0,3.0,7.0,49.0,9.0,6.0,2.0,0.0,10.0,11.0,0.0,1.0,6.0,2.0,9.0,14.0,4.0,0.0,5.0,1.0,0.0,0.0,0.0,16.0,32.0
09/04/2012,12,6.0,4.0,0.0,14.0,3.0,5.0,24.0,13.0,0.0,1.0,0.0,11.0,10.0,4.0,0.0,8.0,5.0,8.0,9.0,4.0,4.0,2.0,1.0,0.0,0.0,0.0,11.0,16.0
02/04/2012,20,6.0,1.0,0.0,3.0,5.0,4.0,27.0,2.0,0.0,6.0,1.0,18.0,11.0,3.0,0.0,3.0,1.0,2.0,8.0,0.0,4.0,0.0,0.0,1.0,2.0,0.0,12.0,11.0
26/03/2012,14,12.0,4.0,0.0,2.0,4.0,33.0,7.0,4.0,3.0,0.0,4.0,2.0,18.0,2.0,0.0,1.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,2.0,9.0,12.0
19/03/2012,33,20.0,11.0,6.0,1.0,13.0,7.0,5.0,4.0,3.0,0.0,3.0,2.0,2.0,0.0,4.0,1.0,0.0,1.0,2.0,7.0,4.0,4.0,6.0,0.0,0.0,0.0,0.0,9.0
12/03/2012,20,14.0,5.0,2.0,1.0,22.0,4.0,4.0,4.0,3.0,3.0,6.0,1.0,2.0,7.0,3.0,0.0,0.0,2.0,1.0,13.0,7.0,4.0,8.0,0.0,3.0,0.0,0.0,0.0
05/03/2012,25,33.0,13.0,6.0,0.0,12.0,6.0,33.0,1.0,1.0,3.0,5.0,0.0,1.0,12.0,2.0,0.0,3.0,5.0,2.0,8.0,13.0,0.0,4.0,6.0,0.0,3.0,0.0,0.0
27/02/2012,93,20.0,10.0,6.0,0.0,6.0,2.0,7.0,1.0,2.0,3.0,1.0,2.0,0.0,9.0,0.0,0.0,1.0,1.0,5.0,8.0,8.0,4.0,7.0,8.0,0.0,0.0,2.0,0.0
20/02/2012,72,25.0,14.0,7.0,0.0,30.0,3.0,4.0,3.0,1.0,1.0,2.0,3.0,2.0,19.0,7.0,4.0,2.0,2.0,1.0,13.0,8.0,7.0,21.0,4.0,1.0,0.0,0.0,2.0
13/02/2012,54,93.0,9.0,0.0,6.0,22.0,3.0,6.0,6.0,3.0,2.0,6.0,1.0,3.0,29.0,12.0,3.0,3.0,0.0,2.0,8.0,13.0,13.0,20.0,7.0,1.0,1.0,0.0,0.0
06/02/2012,175,72.0,20.0,9.0,2.0,32.0,5.0,2.0,11.0,1.0,1.0,6.0,2.0,1.0,27.0,9.0,2.0,7.0,0.0,0.0,19.0,8.0,8.0,10.0,21.0,0.0,1.0,3.0,0.0
30/01/2012,126,54.0,22.0,10.0,6.0,27.0,4.0,3.0,15.0,4.0,3.0,14.0,13.0,2.0,11.0,19.0,0.0,2.0,3.0,0.0,38.0,19.0,8.0,13.0,20.0,0.0,0.0,0.0,3.0
23/01/2012,60,175.0,21.0,1.0,6.0,35.0,13.0,3.0,33.0,1.0,1.0,14.0,2.0,13.0,32.0,29.0,7.0,15.0,1.0,3.0,14.0,38.0,13.0,18.0,10.0,6.0,0.0,0.0,0.0
16/01/2012,193,126.0,50.0,24.0,7.0,42.0,22.0,5.0,42.0,1.0,4.0,26.0,15.0,2.0,33.0,27.0,12.0,20.0,2.0,1.0,24.0,14.0,8.0,15.0,13.0,8.0,6.0,1.0,0.0
09/01/2012,68,60.0,34.0,10.0,0.0,86.0,12.0,4.0,37.0,7.0,1.0,19.0,16.0,15.0,25.0,11.0,9.0,7.0,3.0,2.0,14.0,24.0,19.0,11.0,18.0,4.0,8.0,1.0,1.0
02/01/2012,183,193.0,27.0,2.0,9.0,43.0,6.0,13.0,58.0,37.0,1.0,35.0,10.0,16.0,14.0,32.0,19.0,40.0,7.0,3.0,10.0,14.0,38.0,13.0,15.0,7.0,4.0,0.0,1.0
26/12/2011,156,68.0,36.0,4.0,10.0,32.0,30.0,22.0,63.0,23.0,7.0,35.0,2.0,10.0,0.0,33.0,29.0,28.0,2.0,7.0,8.0,10.0,14.0,12.0,11.0,21.0,7.0,0.0,0.0
19/12/2011,479,183.0,15.0,2.0,1.0,68.0,22.0,12.0,34.0,27.0,37.0,38.0,11.0,2.0,21.0,25.0,27.0,66.0,15.0,2.0,9.0,8.0,24.0,13.0,13.0,20.0,21.0,6.0,0.0
12/12/2011,143,156.0,41.0,7.0,24.0,137.0,32.0,6.0,67.0,12.0,23.0,38.0,4.0,11.0,39.0,14.0,11.0,44.0,20.0,15.0,10.0,9.0,14.0,21.0,12.0,10.0,20.0,8.0,6.0
05/12/2011,193,479.0,68.0,15.0,10.0,33.0,27.0,30.0,82.0,23.0,27.0,57.0,24.0,4.0,74.0,0.0,32.0,6.0,7.0,20.0,10.0,10.0,10.0,11.0,13.0,13.0,10.0,4.0,8.0
28/11/2011,105,143.0,76.0,31.0,2.0,43.0,35.0,22.0,155.0,11.0,12.0,26.0,15.0,24.0,34.0,21.0,33.0,50.0,40.0,7.0,27.0,10.0,8.0,13.0,21.0,18.0,13.0,7.0,4.0
21/11/2011,136,193.0,50.0,11.0,4.0,47.0,42.0,32.0,96.0,46.0,23.0,31.0,55.0,15.0,8.0,39.0,25.0,45.0,28.0,40.0,4.0,27.0,9.0,1.0,11.0,15.0,18.0,21.0,7.0
14/11/2011,91,105.0,20.0,15.0,2.0,41.0,86.0,27.0,106.0,73.0,11.0,30.0,22.0,55.0,25.0,74.0,14.0,113.0,66.0,28.0,6.0,4.0,10.0,5.0,13.0,11.0,15.0,20.0,21.0
07/11/2011,150,136.0,24.0,27.0,7.0,49.0,43.0,35.0,22.0,15.0,46.0,38.0,48.0,22.0,4.0,34.0,0.0,24.0,44.0,66.0,12.0,6.0,10.0,5.0,1.0,13.0,11.0,10.0,20.0
31/10/2011,82,91.0,33.0,20.0,15.0,35.0,32.0,42.0,22.0,16.0,73.0,50.0,15.0,48.0,21.0,8.0,21.0,26.0,6.0,44.0,11.0,12.0,27.0,22.0,5.0,12.0,13.0,13.0,10.0
24/10/2011,64,150.0,39.0,15.0,31.0,69.0,68.0,86.0,214.0,7.0,15.0,45.0,78.0,15.0,26.0,25.0,39.0,33.0,50.0,6.0,11.0,11.0,4.0,11.0,5.0,13.0,12.0,18.0,13.0
17/10/2011,100,82.0,46.0,26.0,11.0,53.0,137.0,43.0,80.0,35.0,16.0,56.0,70.0,78.0,49.0,4.0,74.0,24.0,45.0,50.0,10.0,11.0,6.0,18.0,22.0,21.0,13.0,15.0,18.0
10/10/2011,95,64.0,42.0,26.0,15.0,150.0,33.0,32.0,73.0,37.0,7.0,31.0,160.0,70.0,25.0,21.0,34.0,42.0,113.0,45.0,9.0,10.0,12.0,18.0,11.0,11.0,21.0,11.0,15.0
03/10/2011,136,100.0,50.0,18.0,27.0,87.0,43.0,68.0,38.0,37.0,35.0,51.0,28.0,160.0,69.0,26.0,8.0,40.0,24.0,113.0,15.0,9.0,11.0,10.0,18.0,13.0,11.0,13.0,11.0
26/09/2011,80,95.0,31.0,31.0,20.0,160.0,47.0,137.0,39.0,18.0,37.0,86.0,34.0,28.0,19.0,49.0,25.0,40.0,26.0,24.0,8.0,15.0,11.0,21.0,18.0,1.0,13.0,12.0,13.0
19/09/2011,122,136.0,78.0,15.0,15.0,102.0,41.0,33.0,114.0,20.0,37.0,39.0,47.0,34.0,55.0,25.0,4.0,24.0,33.0,26.0,10.0,8.0,10.0,4.0,10.0,5.0,1.0,13.0,12.0
12/09/2011,117,80.0,64.0,48.0,26.0,73.0,49.0,43.0,48.0,17.0,18.0,104.0,27.0,47.0,26.0,69.0,21.0,12.0,24.0,33.0,24.0,10.0,9.0,22.0,21.0,5.0,5.0,21.0,13.0
05/09/2011,84,122.0,78.0,8.0,26.0,106.0,35.0,47.0,71.0,27.0,20.0,80.0,27.0,27.0,37.0,19.0,26.0,42.0,42.0,24.0,12.0,24.0,15.0,14.0,4.0,22.0,5.0,11.0,21.0
29/08/2011,133,117.0,42.0,41.0,18.0,40.0,69.0,41.0,40.0,44.0,17.0,9.0,15.0,27.0,39.0,55.0,49.0,30.0,40.0,42.0,15.0,12.0,8.0,1.0,22.0,11.0,22.0,13.0,11.0
22/08/2011,62,84.0,60.0,90.0,31.0,97.0,53.0,49.0,85.0,51.0,27.0,114.0,26.0,15.0,4.0,26.0,25.0,32.0,40.0,40.0,52.0,15.0,10.0,11.0,14.0,18.0,11.0,1.0,13.0
15/08/2011,211,133.0,19.0,14.0,15.0,49.0,150.0,35.0,52.0,23.0,44.0,69.0,39.0,26.0,33.0,37.0,69.0,10.0,24.0,40.0,24.0,52.0,24.0,19.0,1.0,18.0,18.0,5.0,1.0
08/08/2011,143,62.0,93.0,41.0,48.0,98.0,87.0,69.0,93.0,55.0,51.0,58.0,47.0,39.0,17.0,39.0,19.0,57.0,12.0,24.0,28.0,24.0,12.0,14.0,11.0,10.0,18.0,5.0,5.0
01/08/2011,128,211.0,63.0,4.0,8.0,68.0,160.0,53.0,47.0,20.0,23.0,50.0,26.0,47.0,42.0,4.0,55.0,11.0,42.0,12.0,34.0,28.0,15.0,7.0,19.0,21.0,10.0,22.0,5.0
25/07/2011,105,143.0,103.0,109.0,41.0,74.0,102.0,150.0,75.0,97.0,55.0,83.0,60.0,26.0,11.0,33.0,26.0,39.0,30.0,42.0,34.0,34.0,52.0,12.0,14.0,4.0,21.0,11.0,22.0
18/07/2011,140,128.0,77.0,89.0,90.0,85.0,73.0,87.0,62.0,26.0,20.0,39.0,28.0,60.0,23.0,17.0,37.0,32.0,32.0,30.0,40.0,34.0,24.0,7.0,7.0,22.0,4.0,18.0,11.0
11/07/2011,51,105.0,145.0,53.0,14.0,40.0,106.0,160.0,49.0,110.0,97.0,46.0,31.0,28.0,15.0,42.0,39.0,97.0,10.0,32.0,37.0,40.0,28.0,2.0,12.0,14.0,22.0,18.0,18.0
04/07/2011,70,140.0,96.0,23.0,41.0,43.0,40.0,102.0,69.0,76.0,26.0,43.0,14.0,31.0,7.0,11.0,4.0,46.0,57.0,10.0,90.0,37.0,34.0,10.0,7.0,1.0,14.0,10.0,18.0
27/06/2011,46,51.0,69.0,43.0,4.0,28.0,97.0,73.0,59.0,49.0,110.0,19.0,82.0,14.0,8.0,23.0,33.0,19.0,11.0,57.0,25.0,90.0,34.0,5.0,2.0,11.0,1.0,21.0,10.0
20/06/2011,17,70.0,35.0,43.0,109.0,16.0,49.0,106.0,86.0,24.0,76.0,46.0,23.0,82.0,10.0,15.0,17.0,63.0,39.0,11.0,31.0,25.0,40.0,1.0,10.0,19.0,11.0,4.0,21.0
13/06/2011,21,46.0,68.0,32.0,89.0,23.0,98.0,40.0,130.0,21.0,49.0,17.0,31.0,23.0,13.0,7.0,42.0,21.0,32.0,39.0,7.0,31.0,37.0,13.0,5.0,14.0,19.0,22.0,4.0
06/06/2011,51,17.0,14.0,11.0,53.0,12.0,68.0,97.0,92.0,29.0,24.0,91.0,72.0,31.0,3.0,8.0,11.0,28.0,97.0,32.0,22.0,7.0,90.0,1.0,1.0,7.0,14.0,14.0,22.0
30/05/2011,22,21.0,8.0,16.0,23.0,17.0,74.0,49.0,112.0,5.0,21.0,10.0,60.0,72.0,11.0,10.0,23.0,14.0,46.0,97.0,29.0,22.0,25.0,3.0,13.0,12.0,7.0,1.0,14.0
23/05/2011,11,51.0,17.0,11.0,43.0,12.0,85.0,98.0,68.0,14.0,29.0,5.0,30.0,60.0,4.0,13.0,15.0,14.0,19.0,46.0,6.0,29.0,31.0,3.0,1.0,7.0,12.0,11.0,1.0
16/05/2011,3,22.0,4.0,9.0,43.0,8.0,40.0,68.0,53.0,8.0,5.0,4.0,65.0,30.0,3.0,3.0,7.0,9.0,63.0,19.0,13.0,6.0,7.0,1.0,3.0,2.0,7.0,19.0,11.0
09/05/2011,10,11.0,2.0,1.0,32.0,4.0,43.0,74.0,51.0,7.0,14.0,1.0,55.0,65.0,4.0,11.0,8.0,9.0,21.0,63.0,1.0,13.0,22.0,0.0,3.0,10.0,2.0,14.0,19.0
02/05/2011,4,3.0,1.0,1.0,11.0,5.0,28.0,85.0,53.0,7.0,8.0,1.0,58.0,55.0,0.0,4.0,10.0,6.0,28.0,21.0,7.0,1.0,29.0,3.0,1.0,5.0,10.0,7.0,14.0
25/04/2011,3,10.0,0.0,1.0,16.0,1.0,16.0,40.0,41.0,3.0,7.0,3.0,34.0,58.0,0.0,3.0,13.0,3.0,14.0,28.0,1.0,7.0,6.0,2.0,0.0,1.0,5.0,12.0,7.0
18/04/2011,9,4.0,2.0,1.0,11.0,0.0,23.0,43.0,4.0,2.0,7.0,1.0,23.0,34.0,0.0,4.0,3.0,8.0,14.0,14.0,2.0,1.0,13.0,5.0,3.0,13.0,1.0,7.0,12.0
11/04/2011,14,3.0,1.0,1.0,9.0,6.0,12.0,28.0,5.0,2.0,3.0,0.0,18.0,23.0,0.0,0.0,11.0,1.0,9.0,14.0,5.0,2.0,1.0,1.0,2.0,1.0,13.0,2.0,7.0
04/04/2011,12,9.0,0.0,0.0,1.0,0.0,17.0,16.0,4.0,1.0,2.0,4.0,18.0,18.0,1.0,0.0,4.0,0.0,9.0,9.0,0.0,5.0,7.0,9.0,5.0,3.0,1.0,10.0,2.0
28/03/2011,22,14.0,0.0,6.0,1.0,2.0,12.0,23.0,5.0,2.0,2.0,6.0,8.0,18.0,2.0,0.0,3.0,0.0,6.0,9.0,8.0,0.0,1.0,5.0,1.0,3.0,3.0,5.0,10.0
21/03/2011,43,12.0,1.0,3.0,1.0,9.0,8.0,12.0,1.0,0.0,1.0,9.0,10.0,8.0,4.0,0.0,4.0,3.0,3.0,6.0,5.0,8.0,2.0,0.0,9.0,1.0,3.0,1.0,5.0
14/03/2011,27,22.0,4.0,5.0,1.0,13.0,4.0,17.0,0.0,1.0,2.0,18.0,2.0,10.0,6.0,1.0,0.0,1.0,8.0,3.0,4.0,5.0,5.0,5.0,5.0,0.0,1.0,13.0,1.0
07/03/2011,67,43.0,2.0,25.0,1.0,17.0,5.0,12.0,2.0,1.0,0.0,16.0,4.0,2.0,9.0,2.0,0.0,3.0,1.0,8.0,3.0,4.0,0.0,25.0,0.0,3.0,0.0,1.0,13.0
28/02/2011,78,27.0,4.0,17.0,0.0,19.0,1.0,8.0,3.0,4.0,1.0,23.0,2.0,4.0,14.0,4.0,0.0,1.0,0.0,1.0,4.0,3.0,8.0,4.0,5.0,2.0,3.0,3.0,1.0
21/02/2011,61,67.0,3.0,17.0,6.0,33.0,0.0,4.0,1.0,9.0,1.0,35.0,2.0,2.0,15.0,6.0,0.0,3.0,0.0,0.0,5.0,4.0,5.0,30.0,25.0,5.0,2.0,3.0,3.0
14/02/2011,62,78.0,7.0,17.0,3.0,22.0,6.0,5.0,5.0,14.0,4.0,31.0,0.0,2.0,19.0,9.0,1.0,8.0,3.0,0.0,1.0,5.0,4.0,2.0,4.0,1.0,5.0,1.0,3.0
07/02/2011,40,61.0,9.0,16.0,5.0,35.0,0.0,1.0,1.0,9.0,9.0,24.0,3.0,0.0,17.0,14.0,2.0,7.0,1.0,3.0,18.0,1.0,3.0,22.0,30.0,9.0,1.0,0.0,1.0
31/01/2011,98,62.0,13.0,22.0,25.0,41.0,2.0,0.0,8.0,6.0,14.0,39.0,7.0,3.0,60.0,15.0,4.0,10.0,3.0,1.0,10.0,18.0,4.0,5.0,2.0,5.0,9.0,3.0,0.0
24/01/2011,110,40.0,8.0,32.0,17.0,55.0,9.0,6.0,9.0,9.0,9.0,18.0,6.0,7.0,44.0,19.0,6.0,10.0,1.0,3.0,25.0,10.0,5.0,4.0,22.0,0.0,5.0,2.0,3.0
17/01/2011,142,98.0,29.0,27.0,17.0,54.0,13.0,0.0,5.0,6.0,6.0,94.0,12.0,6.0,34.0,17.0,9.0,10.0,3.0,1.0,17.0,25.0,1.0,49.0,5.0,5.0,0.0,5.0,2.0
10/01/2011,53,110.0,17.0,19.0,17.0,78.0,17.0,2.0,13.0,3.0,9.0,65.0,14.0,12.0,52.0,60.0,14.0,12.0,8.0,3.0,16.0,17.0,18.0,17.0,4.0,25.0,5.0,1.0,5.0
03/01/2011,39,142.0,20.0,14.0,16.0,29.0,19.0,9.0,15.0,38.0,6.0,35.0,2.0,14.0,53.0,44.0,15.0,15.0,7.0,8.0,12.0,16.0,10.0,13.0,49.0,4.0,25.0,9.0,1.0
27/12/2010,304,53.0,42.0,49.0,22.0,67.0,33.0,13.0,24.0,13.0,3.0,55.0,1.0,2.0,3.0,34.0,19.0,15.0,10.0,7.0,16.0,12.0,25.0,10.0,17.0,30.0,4.0,5.0,9.0
20/12/2010,300,39.0,20.0,13.0,32.0,136.0,22.0,17.0,16.0,29.0,38.0,144.0,24.0,1.0,44.0,52.0,17.0,69.0,10.0,10.0,3.0,16.0,17.0,24.0,13.0,2.0,30.0,0.0,5.0
13/12/2010,115,304.0,18.0,0.0,27.0,68.0,35.0,19.0,14.0,27.0,13.0,97.0,12.0,24.0,86.0,53.0,60.0,40.0,10.0,10.0,16.0,3.0,16.0,10.0,10.0,22.0,2.0,5.0,0.0
06/12/2010,176,300.0,42.0,57.0,19.0,51.0,41.0,33.0,28.0,13.0,29.0,51.0,6.0,12.0,35.0,3.0,44.0,19.0,12.0,10.0,56.0,16.0,12.0,8.0,24.0,5.0,22.0,25.0,5.0
29/11/2010,176,115.0,23.0,79.0,14.0,56.0,55.0,22.0,26.0,13.0,27.0,65.0,11.0,6.0,58.0,44.0,34.0,12.0,15.0,12.0,14.0,56.0,16.0,23.0,10.0,4.0,5.0,4.0,25.0
22/11/2010,157,176.0,49.0,31.0,49.0,44.0,54.0,35.0,40.0,36.0,13.0,42.0,23.0,11.0,65.0,86.0,52.0,103.0,15.0,15.0,13.0,14.0,3.0,15.0,8.0,49.0,4.0,30.0,4.0
15/11/2010,188,176.0,62.0,46.0,13.0,73.0,78.0,41.0,14.0,36.0,13.0,91.0,12.0,23.0,49.0,35.0,53.0,77.0,69.0,15.0,13.0,13.0,16.0,13.0,23.0,17.0,49.0,2.0,30.0
08/11/2010,128,157.0,41.0,70.0,0.0,45.0,29.0,55.0,28.0,22.0,36.0,86.0,52.0,12.0,43.0,58.0,3.0,42.0,40.0,69.0,29.0,13.0,56.0,6.0,15.0,13.0,17.0,22.0,2.0
01/11/2010,165,188.0,57.0,67.0,57.0,79.0,67.0,54.0,81.0,48.0,36.0,89.0,9.0,52.0,45.0,65.0,44.0,54.0,19.0,40.0,44.0,29.0,14.0,55.0,13.0,10.0,13.0,5.0,22.0
25/10/2010,129,128.0,47.0,77.0,79.0,50.0,136.0,78.0,62.0,30.0,22.0,85.0,9.0,9.0,59.0,49.0,86.0,102.0,12.0,19.0,44.0,44.0,13.0,22.0,6.0,24.0,10.0,4.0,5.0
18/10/2010,197,165.0,94.0,42.0,31.0,68.0,68.0,29.0,21.0,51.0,48.0,104.0,63.0,9.0,58.0,43.0,35.0,57.0,103.0,12.0,66.0,44.0,13.0,17.0,55.0,10.0,24.0,49.0,4.0
11/10/2010,129,129.0,73.0,65.0,46.0,68.0,51.0,67.0,67.0,49.0,30.0,67.0,26.0,63.0,38.0,45.0,58.0,87.0,77.0,103.0,43.0,66.0,29.0,5.0,22.0,8.0,10.0,17.0,49.0
04/10/2010,217,197.0,59.0,45.0,70.0,85.0,56.0,136.0,83.0,79.0,51.0,72.0,50.0,26.0,87.0,59.0,65.0,60.0,42.0,77.0,70.0,43.0,44.0,5.0,17.0,23.0,8.0,13.0,17.0
27/09/2010,109,129.0,52.0,87.0,67.0,35.0,44.0,68.0,78.0,52.0,49.0,76.0,27.0,50.0,34.0,58.0,49.0,66.0,54.0,42.0,105.0,70.0,44.0,51.0,5.0,15.0,23.0,10.0,13.0
20/09/2010,212,217.0,22.0,148.0,77.0,124.0,73.0,51.0,97.0,51.0,79.0,107.0,19.0,27.0,64.0,38.0,43.0,26.0,102.0,54.0,21.0,105.0,66.0,14.0,5.0,13.0,15.0,24.0,10.0
13/09/2010,265,109.0,113.0,199.0,42.0,34.0,45.0,56.0,117.0,49.0,52.0,43.0,39.0,19.0,40.0,87.0,45.0,31.0,57.0,102.0,50.0,21.0,43.0,17.0,51.0,6.0,13.0,10.0,24.0
06/09/2010,149,212.0,45.0,102.0,65.0,129.0,79.0,44.0,119.0,49.0,51.0,92.0,46.0,39.0,23.0,34.0,59.0,40.0,87.0,57.0,39.0,50.0,70.0,25.0,14.0,55.0,6.0,8.0,10.0
30/08/2010,143,265.0,68.0,111.0,45.0,42.0,50.0,73.0,50.0,95.0,49.0,44.0,53.0,46.0,69.0,64.0,58.0,65.0,60.0,87.0,51.0,39.0,105.0,82.0,17.0,22.0,55.0,23.0,8.0
23/08/2010,165,149.0,25.0,173.0,87.0,90.0,68.0,45.0,92.0,19.0,49.0,51.0,58.0,53.0,52.0,40.0,38.0,38.0,66.0,60.0,40.0,51.0,21.0,9.0,25.0,17.0,22.0,15.0,23.0
16/08/2010,198,143.0,46.0,52.0,148.0,69.0,68.0,79.0,102.0,53.0,95.0,42.0,48.0,58.0,30.0,23.0,87.0,58.0,26.0,66.0,81.0,40.0,50.0,2.0,82.0,5.0,17.0,13.0,15.0
09/08/2010,197,165.0,70.0,108.0,199.0,48.0,85.0,50.0,88.0,119.0,19.0,109.0,24.0,48.0,20.0,69.0,34.0,47.0,31.0,26.0,35.0,81.0,39.0,43.0,9.0,5.0,5.0,6.0,13.0
02/08/2010,211,198.0,39.0,146.0,102.0,51.0,35.0,68.0,89.0,53.0,53.0,68.0,55.0,24.0,21.0,52.0,64.0,53.0,40.0,31.0,71.0,35.0,51.0,52.0,2.0,51.0,5.0,55.0,6.0
26/07/2010,177,197.0,47.0,38.0,111.0,53.0,124.0,68.0,71.0,54.0,119.0,48.0,75.0,55.0,17.0,30.0,40.0,59.0,65.0,40.0,21.0,71.0,40.0,5.0,43.0,14.0,51.0,22.0,55.0
19/07/2010,168,211.0,20.0,93.0,173.0,42.0,34.0,85.0,127.0,69.0,53.0,67.0,28.0,75.0,16.0,20.0,23.0,68.0,38.0,65.0,52.0,21.0,81.0,42.0,52.0,17.0,14.0,17.0,22.0
12/07/2010,110,177.0,45.0,48.0,52.0,57.0,129.0,35.0,40.0,32.0,54.0,48.0,32.0,28.0,25.0,21.0,69.0,34.0,58.0,38.0,56.0,52.0,35.0,13.0,5.0,25.0,17.0,5.0,17.0
05/07/2010,65,168.0,22.0,115.0,108.0,48.0,42.0,124.0,135.0,38.0,69.0,23.0,50.0,32.0,25.0,17.0,52.0,20.0,47.0,58.0,49.0,56.0,71.0,4.0,42.0,82.0,25.0,5.0,5.0
28/06/2010,104,110.0,55.0,42.0,146.0,52.0,90.0,34.0,118.0,7.0,32.0,42.0,31.0,50.0,50.0,16.0,30.0,42.0,53.0,47.0,21.0,49.0,21.0,51.0,13.0,9.0,82.0,51.0,5.0
21/06/2010,85,65.0,41.0,62.0,38.0,17.0,69.0,129.0,149.0,86.0,38.0,30.0,36.0,31.0,21.0,25.0,20.0,18.0,59.0,53.0,34.0,21.0,52.0,18.0,4.0,2.0,9.0,14.0,51.0
14/06/2010,54,104.0,17.0,36.0,93.0,11.0,48.0,42.0,162.0,53.0,7.0,23.0,55.0,36.0,12.0,25.0,21.0,21.0,68.0,59.0,12.0,34.0,56.0,1.0,51.0,43.0,2.0,17.0,14.0
07/06/2010,18,85.0,26.0,62.0,48.0,12.0,51.0,90.0,148.0,46.0,86.0,7.0,42.0,55.0,22.0,50.0,17.0,14.0,34.0,68.0,9.0,12.0,49.0,21.0,18.0,52.0,43.0,25.0,17.0
31/05/2010,16,54.0,6.0,54.0,115.0,7.0,53.0,69.0,262.0,53.0,53.0,6.0,65.0,42.0,7.0,21.0,16.0,17.0,20.0,34.0,15.0,9.0,21.0,4.0,1.0,5.0,52.0,82.0,25.0
