Date,BUDAPEST,VESZPREM.L2,BUDAPEST.L1,BUDAPEST.L2,BUDAPEST.L3,PEST.L2,PEST.L1,GYOR.L2,BORSOD.L1,SOMOGY.L2,GYOR.L1,TOLNA.L2,BACS.L1,VESZPREM.L3,CSONGRAD.L1,GYOR.L3,VESZPREM.L4,SOMOGY.L3,JASZ.L2,VESZPREM.L1,CSONGRAD.L2,BACS.L2,JASZ.L1,BARANYA.L1,KOMAROM.L1,PEST.L3,FEJER.L1,JASZ.L3,SOMOGY.L1
23/07/2012,210,54.0,284.0,230.0,385.0,149.0,220.0,113.0,161.0,26.0,56.0,56.0,79.0,84.0,58.0,108.0,69.0,47.0,26.0,55.0,30.0,91.0,45.0,116.0,54.0,198.0,61.0,65.0,29.0
16/07/2012,125,55.0,210.0,284.0,230.0,220.0,125.0,56.0,129.0,29.0,57.0,51.0,65.0,54.0,47.0,113.0,84.0,26.0,45.0,32.0,58.0,79.0,11.0,75.0,56.0,149.0,13.0,26.0,25.0
09/07/2012,104,32.0,125.0,210.0,284.0,125.0,131.0,57.0,34.0,25.0,61.0,22.0,47.0,55.0,61.0,56.0,54.0,29.0,11.0,71.0,47.0,65.0,9.0,73.0,21.0,220.0,13.0,45.0,29.0
02/07/2012,140,71.0,104.0,125.0,210.0,131.0,101.0,61.0,68.0,29.0,49.0,20.0,67.0,32.0,39.0,57.0,55.0,25.0,9.0,18.0,61.0,47.0,20.0,34.0,26.0,125.0,29.0,11.0,15.0
25/06/2012,99,18.0,140.0,104.0,125.0,101.0,65.0,49.0,80.0,15.0,24.0,13.0,23.0,71.0,21.0,61.0,32.0,29.0,20.0,15.0,39.0,67.0,6.0,25.0,11.0,131.0,10.0,9.0,14.0
18/06/2012,35,15.0,99.0,140.0,104.0,65.0,30.0,24.0,33.0,14.0,27.0,11.0,16.0,18.0,3.0,49.0,71.0,15.0,6.0,19.0,21.0,23.0,8.0,21.0,10.0,101.0,6.0,20.0,9.0
11/06/2012,14,19.0,35.0,99.0,140.0,30.0,29.0,27.0,33.0,9.0,7.0,11.0,19.0,15.0,5.0,24.0,18.0,14.0,8.0,6.0,3.0,16.0,7.0,8.0,11.0,65.0,5.0,6.0,8.0
04/06/2012,34,6.0,14.0,35.0,99.0,29.0,19.0,7.0,30.0,8.0,5.0,10.0,19.0,19.0,15.0,27.0,15.0,9.0,7.0,6.0,5.0,19.0,12.0,17.0,18.0,30.0,3.0,8.0,2.0
28/05/2012,7,6.0,34.0,14.0,35.0,19.0,9.0,5.0,14.0,2.0,4.0,4.0,6.0,6.0,14.0,7.0,19.0,8.0,12.0,5.0,15.0,19.0,8.0,9.0,2.0,29.0,0.0,7.0,2.0
21/05/2012,7,5.0,7.0,34.0,14.0,9.0,7.0,4.0,7.0,2.0,33.0,5.0,5.0,6.0,3.0,5.0,6.0,2.0,8.0,5.0,14.0,6.0,2.0,4.0,2.0,19.0,0.0,12.0,1.0
14/05/2012,4,5.0,7.0,7.0,34.0,7.0,5.0,33.0,21.0,1.0,7.0,2.0,6.0,5.0,2.0,4.0,6.0,2.0,2.0,4.0,3.0,5.0,3.0,1.0,1.0,9.0,2.0,8.0,2.0
07/05/2012,4,4.0,4.0,7.0,7.0,5.0,3.0,7.0,4.0,2.0,4.0,0.0,1.0,5.0,1.0,33.0,5.0,1.0,3.0,2.0,2.0,6.0,3.0,1.0,0.0,7.0,0.0,2.0,5.0
30/04/2012,10,2.0,4.0,4.0,7.0,3.0,19.0,4.0,8.0,5.0,6.0,0.0,2.0,4.0,1.0,7.0,5.0,2.0,3.0,0.0,1.0,1.0,4.0,1.0,2.0,5.0,2.0,3.0,1.0
23/04/2012,6,0.0,10.0,4.0,4.0,19.0,1.0,6.0,14.0,1.0,2.0,4.0,4.0,2.0,0.0,4.0,4.0,5.0,4.0,0.0,1.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0
16/04/2012,6,0.0,6.0,10.0,4.0,1.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,0.0,0.0,6.0,2.0,1.0,2.0,4.0,0.0,4.0,0.0,1.0,1.0,19.0,3.0,4.0,0.0
09/04/2012,12,4.0,6.0,6.0,10.0,2.0,6.0,3.0,5.0,0.0,3.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,4.0,2.0,1.0,5.0,2.0,0.0
02/04/2012,20,0.0,12.0,6.0,6.0,6.0,10.0,3.0,8.0,0.0,5.0,4.0,4.0,4.0,6.0,3.0,0.0,0.0,0.0,5.0,0.0,2.0,1.0,11.0,13.0,2.0,9.0,0.0,3.0
26/03/2012,14,5.0,20.0,12.0,6.0,10.0,31.0,5.0,11.0,3.0,4.0,7.0,6.0,0.0,2.0,3.0,4.0,0.0,1.0,5.0,6.0,4.0,4.0,5.0,2.0,6.0,12.0,0.0,1.0
19/03/2012,33,5.0,14.0,20.0,12.0,31.0,34.0,4.0,38.0,1.0,13.0,13.0,12.0,5.0,6.0,5.0,0.0,3.0,4.0,3.0,2.0,6.0,3.0,13.0,15.0,10.0,16.0,1.0,2.0
12/03/2012,20,3.0,33.0,14.0,20.0,34.0,32.0,13.0,50.0,2.0,22.0,8.0,20.0,5.0,6.0,4.0,5.0,1.0,3.0,12.0,6.0,12.0,6.0,10.0,16.0,31.0,13.0,4.0,3.0
05/03/2012,25,12.0,20.0,33.0,14.0,32.0,33.0,22.0,20.0,3.0,12.0,8.0,34.0,3.0,7.0,13.0,5.0,2.0,6.0,18.0,6.0,20.0,5.0,14.0,10.0,34.0,6.0,3.0,7.0
27/02/2012,93,18.0,25.0,20.0,33.0,33.0,28.0,12.0,25.0,7.0,6.0,13.0,9.0,12.0,0.0,22.0,3.0,3.0,5.0,18.0,7.0,34.0,1.0,9.0,2.0,32.0,4.0,6.0,2.0
20/02/2012,72,18.0,93.0,25.0,20.0,28.0,91.0,6.0,63.0,2.0,30.0,8.0,48.0,18.0,9.0,12.0,12.0,7.0,1.0,25.0,0.0,9.0,2.0,20.0,11.0,33.0,26.0,5.0,15.0
13/02/2012,54,25.0,72.0,93.0,25.0,91.0,95.0,30.0,49.0,15.0,22.0,19.0,34.0,18.0,10.0,6.0,18.0,2.0,2.0,38.0,9.0,48.0,6.0,22.0,4.0,28.0,25.0,1.0,20.0
06/02/2012,175,38.0,54.0,72.0,93.0,95.0,83.0,22.0,70.0,20.0,32.0,38.0,29.0,25.0,1.0,30.0,18.0,15.0,6.0,15.0,10.0,34.0,6.0,21.0,24.0,91.0,17.0,2.0,7.0
30/01/2012,126,15.0,175.0,54.0,72.0,83.0,99.0,32.0,74.0,7.0,27.0,14.0,40.0,38.0,24.0,22.0,25.0,20.0,6.0,29.0,1.0,29.0,14.0,50.0,15.0,95.0,44.0,6.0,40.0
23/01/2012,60,29.0,126.0,175.0,54.0,99.0,78.0,27.0,54.0,40.0,35.0,24.0,36.0,15.0,10.0,32.0,38.0,7.0,14.0,39.0,24.0,40.0,14.0,34.0,55.0,83.0,46.0,6.0,28.0
16/01/2012,193,39.0,60.0,126.0,175.0,78.0,108.0,35.0,51.0,28.0,42.0,14.0,52.0,29.0,2.0,27.0,15.0,40.0,14.0,27.0,10.0,36.0,26.0,27.0,22.0,99.0,71.0,14.0,66.0
09/01/2012,68,27.0,193.0,60.0,126.0,108.0,82.0,42.0,82.0,66.0,86.0,10.0,38.0,39.0,4.0,35.0,29.0,28.0,26.0,51.0,2.0,52.0,19.0,36.0,48.0,78.0,40.0,14.0,44.0
02/01/2012,183,51.0,68.0,193.0,60.0,82.0,46.0,86.0,34.0,44.0,43.0,8.0,31.0,27.0,2.0,42.0,39.0,66.0,19.0,38.0,4.0,38.0,35.0,15.0,15.0,108.0,59.0,26.0,6.0
26/12/2011,156,38.0,183.0,68.0,193.0,46.0,167.0,43.0,126.0,6.0,32.0,9.0,57.0,51.0,7.0,86.0,27.0,44.0,35.0,37.0,2.0,31.0,35.0,41.0,78.0,82.0,42.0,19.0,50.0
19/12/2011,479,37.0,156.0,183.0,68.0,167.0,197.0,32.0,143.0,50.0,68.0,10.0,34.0,38.0,15.0,43.0,51.0,6.0,35.0,29.0,7.0,57.0,38.0,68.0,70.0,46.0,124.0,35.0,45.0
12/12/2011,143,29.0,479.0,156.0,183.0,197.0,431.0,68.0,202.0,45.0,137.0,10.0,95.0,37.0,31.0,32.0,38.0,50.0,38.0,131.0,15.0,34.0,38.0,76.0,160.0,167.0,76.0,35.0,113.0
05/12/2011,193,131.0,143.0,479.0,156.0,431.0,87.0,137.0,209.0,113.0,33.0,27.0,71.0,29.0,11.0,68.0,37.0,45.0,38.0,37.0,31.0,95.0,57.0,50.0,28.0,197.0,37.0,38.0,24.0
28/11/2011,105,37.0,193.0,143.0,479.0,87.0,143.0,33.0,61.0,24.0,43.0,4.0,48.0,131.0,15.0,137.0,29.0,113.0,57.0,48.0,11.0,71.0,26.0,20.0,34.0,431.0,55.0,38.0,26.0
21/11/2011,136,48.0,105.0,193.0,143.0,143.0,114.0,43.0,104.0,26.0,47.0,6.0,18.0,37.0,27.0,33.0,131.0,24.0,26.0,32.0,15.0,48.0,31.0,24.0,47.0,87.0,43.0,57.0,33.0
14/11/2011,91,32.0,136.0,105.0,193.0,114.0,90.0,47.0,62.0,33.0,41.0,12.0,17.0,48.0,20.0,43.0,37.0,26.0,31.0,27.0,27.0,18.0,30.0,33.0,27.0,143.0,73.0,26.0,24.0
07/11/2011,150,27.0,91.0,136.0,105.0,90.0,109.0,41.0,66.0,24.0,49.0,11.0,52.0,32.0,15.0,47.0,48.0,33.0,30.0,26.0,20.0,17.0,38.0,39.0,27.0,114.0,102.0,31.0,42.0
31/10/2011,82,26.0,150.0,91.0,136.0,109.0,146.0,49.0,76.0,42.0,35.0,11.0,26.0,27.0,26.0,41.0,32.0,24.0,38.0,25.0,15.0,52.0,50.0,46.0,15.0,90.0,105.0,30.0,40.0
24/10/2011,64,25.0,82.0,150.0,91.0,146.0,95.0,35.0,85.0,40.0,69.0,10.0,70.0,26.0,26.0,49.0,27.0,42.0,50.0,53.0,26.0,26.0,45.0,42.0,26.0,109.0,73.0,38.0,40.0
17/10/2011,100,53.0,64.0,82.0,150.0,95.0,98.0,69.0,78.0,40.0,53.0,9.0,32.0,25.0,18.0,35.0,26.0,40.0,45.0,50.0,26.0,70.0,56.0,50.0,39.0,146.0,84.0,50.0,24.0
10/10/2011,95,50.0,100.0,64.0,82.0,98.0,108.0,53.0,55.0,24.0,150.0,15.0,50.0,53.0,31.0,69.0,25.0,40.0,56.0,52.0,18.0,32.0,31.0,31.0,47.0,95.0,84.0,45.0,12.0
03/10/2011,136,52.0,95.0,100.0,64.0,108.0,123.0,150.0,127.0,12.0,87.0,8.0,18.0,50.0,15.0,53.0,53.0,24.0,31.0,48.0,31.0,50.0,51.0,78.0,26.0,98.0,104.0,56.0,42.0
26/09/2011,80,48.0,136.0,95.0,100.0,123.0,114.0,87.0,64.0,42.0,160.0,10.0,44.0,52.0,48.0,150.0,50.0,12.0,51.0,52.0,15.0,18.0,86.0,64.0,60.0,108.0,130.0,31.0,30.0
19/09/2011,122,52.0,80.0,136.0,95.0,114.0,76.0,160.0,42.0,30.0,102.0,24.0,65.0,48.0,8.0,87.0,52.0,42.0,86.0,38.0,48.0,44.0,39.0,78.0,28.0,123.0,122.0,51.0,32.0
12/09/2011,117,38.0,122.0,80.0,136.0,76.0,156.0,102.0,119.0,32.0,73.0,12.0,51.0,52.0,41.0,160.0,48.0,30.0,39.0,47.0,8.0,65.0,104.0,42.0,31.0,114.0,101.0,86.0,10.0
05/09/2011,84,47.0,117.0,122.0,80.0,156.0,115.0,73.0,101.0,10.0,106.0,15.0,134.0,38.0,90.0,102.0,52.0,32.0,104.0,54.0,41.0,51.0,80.0,60.0,14.0,76.0,164.0,39.0,57.0
29/08/2011,133,54.0,84.0,117.0,122.0,115.0,45.0,106.0,36.0,57.0,40.0,52.0,18.0,47.0,14.0,73.0,38.0,10.0,80.0,16.0,90.0,134.0,9.0,19.0,82.0,156.0,49.0,104.0,11.0
22/08/2011,62,16.0,133.0,84.0,117.0,45.0,70.0,40.0,108.0,11.0,97.0,24.0,69.0,54.0,41.0,106.0,47.0,57.0,9.0,65.0,14.0,18.0,114.0,93.0,23.0,115.0,123.0,80.0,39.0
15/08/2011,211,65.0,62.0,133.0,84.0,70.0,50.0,97.0,64.0,39.0,49.0,28.0,111.0,16.0,4.0,40.0,54.0,11.0,114.0,21.0,41.0,69.0,69.0,63.0,31.0,45.0,55.0,9.0,32.0
08/08/2011,143,21.0,211.0,62.0,133.0,50.0,85.0,49.0,91.0,32.0,98.0,34.0,70.0,65.0,109.0,97.0,16.0,39.0,69.0,82.0,4.0,111.0,58.0,103.0,72.0,70.0,98.0,114.0,97.0
01/08/2011,128,82.0,143.0,211.0,62.0,85.0,71.0,98.0,55.0,97.0,68.0,34.0,81.0,21.0,89.0,49.0,65.0,32.0,58.0,33.0,109.0,70.0,50.0,77.0,60.0,50.0,134.0,69.0,46.0
25/07/2011,105,33.0,128.0,143.0,211.0,71.0,129.0,68.0,127.0,46.0,74.0,40.0,34.0,82.0,53.0,98.0,21.0,97.0,50.0,40.0,89.0,81.0,83.0,145.0,30.0,85.0,63.0,58.0,19.0
18/07/2011,140,40.0,105.0,128.0,143.0,129.0,70.0,74.0,70.0,19.0,85.0,37.0,51.0,33.0,23.0,68.0,82.0,46.0,83.0,29.0,53.0,34.0,39.0,96.0,65.0,71.0,78.0,50.0,63.0
11/07/2011,51,29.0,140.0,105.0,128.0,70.0,50.0,85.0,56.0,63.0,40.0,90.0,31.0,40.0,43.0,74.0,33.0,19.0,39.0,29.0,23.0,51.0,46.0,69.0,55.0,129.0,43.0,83.0,21.0
04/07/2011,70,29.0,51.0,140.0,105.0,50.0,93.0,40.0,69.0,21.0,43.0,25.0,34.0,29.0,43.0,85.0,40.0,63.0,46.0,25.0,43.0,31.0,43.0,35.0,58.0,70.0,45.0,39.0,28.0
27/06/2011,46,25.0,70.0,51.0,140.0,93.0,47.0,43.0,21.0,28.0,28.0,31.0,15.0,29.0,32.0,40.0,29.0,21.0,43.0,15.0,43.0,34.0,19.0,68.0,34.0,50.0,30.0,46.0,14.0
20/06/2011,17,15.0,46.0,70.0,51.0,47.0,50.0,28.0,13.0,14.0,16.0,7.0,17.0,25.0,11.0,43.0,29.0,28.0,19.0,23.0,32.0,15.0,46.0,14.0,23.0,93.0,16.0,43.0,14.0
13/06/2011,21,23.0,17.0,46.0,70.0,50.0,18.0,16.0,36.0,14.0,23.0,22.0,9.0,15.0,16.0,28.0,25.0,14.0,46.0,6.0,11.0,17.0,17.0,8.0,18.0,47.0,8.0,19.0,9.0
06/06/2011,51,6.0,21.0,17.0,46.0,18.0,3.0,23.0,18.0,9.0,12.0,29.0,10.0,23.0,11.0,16.0,15.0,14.0,17.0,11.0,16.0,9.0,91.0,17.0,18.0,50.0,3.0,46.0,9.0
30/05/2011,22,11.0,51.0,21.0,17.0,3.0,15.0,12.0,8.0,9.0,17.0,6.0,5.0,6.0,9.0,23.0,23.0,9.0,91.0,4.0,11.0,10.0,10.0,4.0,8.0,18.0,14.0,17.0,6.0
23/05/2011,11,4.0,22.0,51.0,21.0,15.0,11.0,17.0,11.0,6.0,12.0,13.0,7.0,11.0,1.0,12.0,6.0,9.0,10.0,5.0,9.0,5.0,5.0,2.0,10.0,3.0,4.0,91.0,3.0
16/05/2011,3,5.0,11.0,22.0,51.0,11.0,4.0,12.0,13.0,3.0,8.0,1.0,5.0,4.0,1.0,17.0,11.0,6.0,5.0,4.0,1.0,7.0,4.0,1.0,2.0,15.0,5.0,10.0,8.0
09/05/2011,10,4.0,3.0,11.0,22.0,4.0,4.0,8.0,4.0,8.0,4.0,7.0,1.0,5.0,1.0,12.0,4.0,3.0,4.0,2.0,1.0,5.0,1.0,0.0,4.0,11.0,1.0,5.0,1.0
02/05/2011,4,2.0,10.0,3.0,11.0,4.0,3.0,4.0,6.0,1.0,5.0,1.0,2.0,4.0,1.0,8.0,5.0,8.0,1.0,8.0,1.0,1.0,1.0,2.0,2.0,4.0,0.0,4.0,0.0
25/04/2011,3,8.0,4.0,10.0,3.0,3.0,3.0,5.0,2.0,0.0,1.0,2.0,2.0,2.0,1.0,4.0,4.0,1.0,1.0,4.0,1.0,2.0,3.0,1.0,2.0,4.0,2.0,1.0,0.0
18/04/2011,9,4.0,3.0,4.0,10.0,3.0,4.0,1.0,4.0,0.0,0.0,5.0,8.0,8.0,0.0,5.0,2.0,0.0,3.0,3.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,1.0,3.0
11/04/2011,14,3.0,9.0,3.0,4.0,4.0,15.0,0.0,6.0,3.0,6.0,0.0,5.0,4.0,6.0,1.0,8.0,0.0,1.0,13.0,0.0,8.0,0.0,0.0,3.0,3.0,1.0,3.0,1.0
04/04/2011,12,13.0,14.0,9.0,3.0,15.0,6.0,6.0,7.0,1.0,0.0,8.0,9.0,3.0,3.0,0.0,4.0,3.0,0.0,16.0,6.0,5.0,4.0,1.0,7.0,4.0,2.0,1.0,3.0
28/03/2011,22,16.0,12.0,14.0,9.0,6.0,12.0,0.0,21.0,3.0,2.0,5.0,9.0,13.0,5.0,6.0,3.0,1.0,4.0,19.0,3.0,9.0,6.0,4.0,6.0,15.0,1.0,0.0,1.0
21/03/2011,43,19.0,22.0,12.0,14.0,12.0,15.0,2.0,33.0,1.0,9.0,4.0,34.0,16.0,25.0,0.0,13.0,3.0,6.0,45.0,5.0,9.0,9.0,2.0,12.0,6.0,4.0,4.0,3.0
14/03/2011,27,45.0,43.0,22.0,12.0,15.0,27.0,9.0,53.0,3.0,13.0,3.0,20.0,19.0,17.0,2.0,16.0,1.0,9.0,47.0,25.0,34.0,18.0,4.0,14.0,12.0,15.0,6.0,8.0
07/03/2011,67,47.0,27.0,43.0,22.0,27.0,34.0,13.0,3.0,8.0,17.0,4.0,0.0,45.0,17.0,9.0,19.0,3.0,18.0,30.0,17.0,20.0,16.0,3.0,2.0,15.0,6.0,9.0,7.0
28/02/2011,78,30.0,67.0,27.0,43.0,34.0,23.0,17.0,41.0,7.0,19.0,5.0,72.0,47.0,17.0,13.0,45.0,8.0,16.0,45.0,17.0,0.0,23.0,7.0,1.0,27.0,8.0,18.0,10.0
21/02/2011,61,45.0,78.0,67.0,27.0,23.0,30.0,19.0,45.0,10.0,33.0,1.0,25.0,30.0,16.0,17.0,47.0,7.0,23.0,50.0,17.0,72.0,35.0,9.0,24.0,34.0,5.0,16.0,10.0
14/02/2011,62,50.0,61.0,78.0,67.0,30.0,45.0,33.0,52.0,10.0,22.0,18.0,19.0,45.0,22.0,19.0,30.0,10.0,35.0,44.0,16.0,25.0,31.0,13.0,12.0,23.0,4.0,23.0,10.0
07/02/2011,40,44.0,62.0,61.0,78.0,45.0,15.0,22.0,39.0,10.0,35.0,10.0,35.0,50.0,32.0,33.0,45.0,10.0,31.0,37.0,22.0,19.0,24.0,8.0,6.0,30.0,8.0,35.0,12.0
31/01/2011,98,37.0,40.0,62.0,61.0,15.0,48.0,35.0,56.0,12.0,41.0,25.0,17.0,44.0,27.0,22.0,50.0,10.0,24.0,36.0,32.0,35.0,39.0,29.0,11.0,45.0,6.0,31.0,15.0
24/01/2011,110,36.0,98.0,40.0,62.0,48.0,41.0,41.0,34.0,15.0,55.0,17.0,23.0,37.0,19.0,35.0,44.0,12.0,39.0,42.0,27.0,17.0,18.0,17.0,23.0,15.0,9.0,24.0,15.0
17/01/2011,142,42.0,110.0,98.0,40.0,41.0,35.0,55.0,108.0,15.0,54.0,16.0,14.0,36.0,14.0,41.0,37.0,15.0,18.0,35.0,19.0,23.0,94.0,20.0,12.0,48.0,17.0,39.0,69.0
10/01/2011,53,35.0,142.0,110.0,98.0,35.0,70.0,54.0,65.0,69.0,78.0,12.0,20.0,42.0,49.0,55.0,36.0,15.0,94.0,71.0,14.0,14.0,65.0,42.0,52.0,41.0,14.0,18.0,40.0
03/01/2011,39,71.0,53.0,142.0,110.0,70.0,13.0,78.0,14.0,40.0,29.0,16.0,3.0,35.0,13.0,54.0,42.0,69.0,65.0,53.0,49.0,20.0,35.0,20.0,9.0,35.0,2.0,94.0,19.0
27/12/2010,304,53.0,39.0,53.0,142.0,13.0,65.0,29.0,32.0,19.0,67.0,3.0,1.0,71.0,0.0,78.0,35.0,40.0,35.0,27.0,13.0,3.0,55.0,18.0,9.0,70.0,2.0,65.0,12.0
20/12/2010,300,27.0,304.0,39.0,53.0,65.0,125.0,67.0,69.0,12.0,136.0,16.0,58.0,53.0,57.0,29.0,71.0,19.0,55.0,123.0,0.0,1.0,144.0,42.0,63.0,13.0,18.0,35.0,103.0
13/12/2010,115,123.0,300.0,304.0,39.0,125.0,143.0,136.0,355.0,103.0,68.0,56.0,66.0,27.0,79.0,67.0,53.0,12.0,144.0,26.0,57.0,58.0,97.0,23.0,26.0,65.0,18.0,55.0,77.0
06/12/2010,176,26.0,115.0,300.0,304.0,143.0,75.0,68.0,112.0,77.0,51.0,14.0,40.0,123.0,31.0,136.0,27.0,103.0,97.0,37.0,79.0,66.0,51.0,49.0,50.0,125.0,13.0,144.0,42.0
29/11/2010,176,37.0,176.0,115.0,300.0,75.0,107.0,51.0,100.0,42.0,56.0,13.0,44.0,26.0,46.0,68.0,123.0,77.0,51.0,61.0,31.0,40.0,65.0,62.0,27.0,143.0,5.0,97.0,54.0
22/11/2010,157,61.0,176.0,176.0,115.0,107.0,102.0,56.0,71.0,54.0,44.0,13.0,25.0,37.0,70.0,51.0,26.0,42.0,65.0,45.0,46.0,44.0,42.0,41.0,19.0,75.0,14.0,51.0,102.0
15/11/2010,188,45.0,157.0,176.0,176.0,102.0,103.0,44.0,64.0,102.0,73.0,29.0,42.0,61.0,67.0,56.0,37.0,54.0,42.0,103.0,70.0,25.0,91.0,57.0,39.0,107.0,11.0,65.0,57.0
08/11/2010,128,103.0,188.0,157.0,176.0,103.0,142.0,73.0,74.0,57.0,45.0,44.0,64.0,45.0,77.0,44.0,61.0,102.0,91.0,43.0,67.0,42.0,86.0,47.0,46.0,102.0,8.0,42.0,87.0
01/11/2010,165,43.0,128.0,188.0,157.0,142.0,125.0,45.0,71.0,87.0,79.0,44.0,55.0,103.0,42.0,73.0,45.0,57.0,86.0,65.0,77.0,64.0,89.0,94.0,53.0,103.0,34.0,91.0,60.0
25/10/2010,129,65.0,165.0,128.0,188.0,125.0,124.0,79.0,97.0,60.0,50.0,66.0,46.0,43.0,65.0,45.0,103.0,87.0,89.0,49.0,42.0,55.0,85.0,73.0,58.0,142.0,3.0,86.0,66.0
18/10/2010,197,49.0,129.0,165.0,128.0,124.0,161.0,50.0,125.0,66.0,68.0,43.0,51.0,65.0,45.0,79.0,43.0,60.0,85.0,57.0,65.0,46.0,104.0,59.0,48.0,125.0,13.0,89.0,26.0
11/10/2010,129,57.0,197.0,129.0,165.0,161.0,173.0,68.0,67.0,26.0,68.0,70.0,38.0,49.0,87.0,50.0,65.0,66.0,104.0,59.0,45.0,51.0,67.0,52.0,24.0,124.0,16.0,85.0,31.0
04/10/2010,217,59.0,129.0,197.0,129.0,173.0,155.0,68.0,65.0,31.0,85.0,105.0,46.0,57.0,148.0,68.0,49.0,26.0,67.0,69.0,87.0,38.0,72.0,22.0,55.0,161.0,34.0,104.0,40.0
27/09/2010,109,69.0,217.0,129.0,197.0,155.0,168.0,85.0,55.0,40.0,35.0,21.0,41.0,59.0,199.0,68.0,57.0,31.0,72.0,37.0,148.0,46.0,76.0,113.0,75.0,173.0,31.0,67.0,65.0
20/09/2010,212,37.0,109.0,217.0,129.0,168.0,35.0,35.0,74.0,65.0,124.0,50.0,53.0,69.0,102.0,85.0,59.0,40.0,76.0,32.0,199.0,41.0,107.0,45.0,28.0,155.0,54.0,72.0,38.0
13/09/2010,265,32.0,212.0,109.0,217.0,35.0,120.0,124.0,219.0,38.0,34.0,39.0,42.0,37.0,111.0,35.0,69.0,65.0,107.0,41.0,102.0,53.0,43.0,68.0,32.0,168.0,37.0,76.0,58.0
06/09/2010,149,41.0,265.0,212.0,109.0,120.0,193.0,34.0,156.0,58.0,129.0,51.0,152.0,32.0,173.0,124.0,37.0,38.0,43.0,45.0,111.0,42.0,92.0,25.0,50.0,35.0,61.0,107.0,47.0
30/08/2010,143,45.0,149.0,265.0,212.0,193.0,159.0,129.0,73.0,47.0,42.0,40.0,30.0,41.0,52.0,34.0,32.0,58.0,92.0,31.0,173.0,152.0,44.0,46.0,31.0,120.0,22.0,43.0,53.0
23/08/2010,165,31.0,143.0,149.0,265.0,159.0,176.0,42.0,96.0,53.0,90.0,81.0,37.0,45.0,108.0,129.0,41.0,47.0,44.0,12.0,52.0,30.0,51.0,70.0,36.0,193.0,45.0,92.0,59.0
16/08/2010,198,12.0,165.0,143.0,149.0,176.0,117.0,90.0,114.0,59.0,69.0,35.0,72.0,31.0,146.0,42.0,45.0,53.0,51.0,76.0,108.0,37.0,42.0,39.0,55.0,159.0,35.0,44.0,68.0
09/08/2010,197,76.0,198.0,165.0,143.0,117.0,100.0,69.0,69.0,68.0,48.0,71.0,46.0,12.0,38.0,90.0,31.0,59.0,42.0,18.0,146.0,72.0,109.0,47.0,42.0,176.0,49.0,51.0,34.0
02/08/2010,211,18.0,197.0,198.0,165.0,100.0,138.0,48.0,123.0,34.0,51.0,21.0,70.0,76.0,93.0,69.0,12.0,68.0,109.0,22.0,38.0,46.0,68.0,20.0,65.0,117.0,48.0,42.0,20.0
26/07/2010,177,22.0,211.0,197.0,198.0,138.0,115.0,51.0,99.0,20.0,53.0,52.0,50.0,18.0,48.0,48.0,76.0,34.0,68.0,24.0,93.0,70.0,48.0,45.0,19.0,100.0,57.0,109.0,42.0
19/07/2010,168,24.0,177.0,211.0,197.0,115.0,105.0,53.0,76.0,42.0,42.0,56.0,40.0,22.0,115.0,51.0,18.0,20.0,48.0,13.0,48.0,50.0,67.0,22.0,59.0,138.0,28.0,68.0,18.0
12/07/2010,110,13.0,168.0,177.0,211.0,105.0,135.0,42.0,69.0,18.0,57.0,49.0,52.0,24.0,42.0,53.0,22.0,42.0,67.0,9.0,115.0,40.0,48.0,55.0,33.0,115.0,21.0,48.0,21.0
05/07/2010,65,9.0,110.0,168.0,177.0,135.0,182.0,57.0,36.0,21.0,48.0,21.0,20.0,13.0,62.0,42.0,24.0,18.0,48.0,8.0,42.0,52.0,23.0,41.0,38.0,105.0,36.0,67.0,14.0
28/06/2010,104,8.0,65.0,110.0,168.0,182.0,72.0,48.0,20.0,14.0,52.0,34.0,42.0,9.0,36.0,57.0,13.0,21.0,23.0,7.0,62.0,20.0,42.0,17.0,21.0,135.0,12.0,48.0,17.0
21/06/2010,85,7.0,104.0,65.0,110.0,72.0,72.0,52.0,87.0,17.0,17.0,12.0,0.0,8.0,62.0,48.0,9.0,14.0,42.0,8.0,36.0,42.0,30.0,26.0,22.0,182.0,11.0,23.0,6.0
14/06/2010,54,8.0,85.0,104.0,65.0,72.0,55.0,17.0,35.0,6.0,11.0,9.0,25.0,7.0,54.0,52.0,8.0,17.0,30.0,13.0,62.0,0.0,23.0,6.0,13.0,72.0,12.0,42.0,11.0
07/06/2010,18,13.0,54.0,85.0,104.0,55.0,41.0,11.0,6.0,11.0,12.0,15.0,23.0,8.0,34.0,17.0,7.0,6.0,23.0,3.0,54.0,25.0,7.0,3.0,6.0,72.0,3.0,30.0,9.0
31/05/2010,16,3.0,18.0,54.0,85.0,41.0,29.0,12.0,21.0,9.0,7.0,4.0,4.0,13.0,4.0,11.0,8.0,11.0,7.0,5.0,34.0,23.0,6.0,24.0,6.0,55.0,13.0,23.0,2.0
