Date,BUDAPEST,GYOR.L1,NOGRAD.L4,TOLNA.L2,TOLNA.L3,TOLNA.L4,TOLNA.L5
12/02/2007,21.0,12.0,26.0,20.0,7.0,4.0,11.0
05/02/2007,104.0,39.0,68.0,8.0,20.0,7.0,4.0
29/01/2007,105.0,19.0,30.0,19.0,8.0,20.0,7.0
22/01/2007,92.0,55.0,26.0,26.0,19.0,8.0,20.0
15/01/2007,192.0,20.0,47.0,12.0,26.0,19.0,8.0
08/01/2007,2.0,22.0,21.0,20.0,12.0,26.0,19.0
01/01/2007,67.0,47.0,13.0,27.0,20.0,12.0,26.0
25/12/2006,283.0,93.0,13.0,32.0,27.0,20.0,12.0
18/12/2006,135.0,40.0,0.0,48.0,32.0,27.0,20.0
11/12/2006,129.0,56.0,22.0,31.0,48.0,32.0,27.0
04/12/2006,203.0,36.0,28.0,54.0,31.0,48.0,32.0
27/11/2006,152.0,40.0,58.0,50.0,54.0,31.0,48.0
20/11/2006,107.0,31.0,35.0,40.0,50.0,54.0,31.0
13/11/2006,185.0,42.0,33.0,13.0,40.0,50.0,54.0
06/11/2006,110.0,47.0,76.0,54.0,13.0,40.0,50.0
30/10/2006,138.0,31.0,20.0,29.0,54.0,13.0,40.0
23/10/2006,100.0,41.0,50.0,90.0,29.0,54.0,13.0
16/10/2006,228.0,55.0,38.0,71.0,90.0,29.0,54.0
09/10/2006,130.0,38.0,23.0,38.0,71.0,90.0,29.0
02/10/2006,137.0,49.0,32.0,119.0,38.0,71.0,90.0
25/09/2006,235.0,47.0,51.0,60.0,119.0,38.0,71.0
18/09/2006,138.0,42.0,23.0,102.0,60.0,119.0,38.0
11/09/2006,166.0,86.0,44.0,131.0,102.0,60.0,119.0
04/09/2006,122.0,54.0,28.0,73.0,131.0,102.0,60.0
28/08/2006,149.0,54.0,34.0,55.0,73.0,131.0,102.0
21/08/2006,124.0,45.0,61.0,99.0,55.0,73.0,131.0
14/08/2006,187.0,46.0,30.0,88.0,99.0,55.0,73.0
07/08/2006,195.0,48.0,54.0,59.0,88.0,99.0,55.0
31/07/2006,130.0,24.0,44.0,31.0,59.0,88.0,99.0
24/07/2006,126.0,21.0,49.0,50.0,31.0,59.0,88.0
17/07/2006,154.0,40.0,40.0,27.0,50.0,31.0,59.0
10/07/2006,149.0,27.0,27.0,15.0,27.0,50.0,31.0
03/07/2006,106.0,10.0,53.0,46.0,15.0,27.0,50.0
26/06/2006,151.0,30.0,35.0,12.0,46.0,15.0,27.0
19/06/2006,100.0,8.0,62.0,8.0,12.0,46.0,15.0
12/06/2006,91.0,30.0,32.0,32.0,8.0,12.0,46.0
05/06/2006,46.0,10.0,29.0,13.0,32.0,8.0,12.0
29/05/2006,38.0,1.0,25.0,2.0,13.0,32.0,8.0
22/05/2006,13.0,0.0,25.0,0.0,2.0,13.0,32.0
15/05/2006,22.0,1.0,7.0,0.0,0.0,2.0,13.0
08/05/2006,33.0,6.0,7.0,5.0,0.0,0.0,2.0
01/05/2006,9.0,3.0,0.0,7.0,5.0,0.0,0.0
24/04/2006,14.0,20.0,2.0,1.0,7.0,5.0,0.0
17/04/2006,48.0,1.0,1.0,1.0,1.0,7.0,5.0
10/04/2006,7.0,8.0,0.0,0.0,1.0,1.0,7.0
03/04/2006,18.0,18.0,1.0,0.0,0.0,1.0,1.0
27/03/2006,6.0,13.0,2.0,2.0,0.0,0.0,1.0
20/03/2006,21.0,8.0,1.0,1.0,2.0,0.0,0.0
13/03/2006,30.0,26.0,2.0,1.0,1.0,2.0,0.0
06/03/2006,21.0,10.0,0.0,5.0,1.0,1.0,2.0
27/02/2006,79.0,82.0,5.0,1.0,5.0,1.0,1.0
20/02/2006,64.0,40.0,4.0,4.0,1.0,5.0,1.0
13/02/2006,55.0,21.0,1.0,2.0,4.0,1.0,5.0
06/02/2006,18.0,53.0,5.0,0.0,2.0,4.0,1.0
30/01/2006,101.0,39.0,2.0,0.0,0.0,2.0,4.0
23/01/2006,63.0,40.0,4.0,4.0,0.0,0.0,2.0
16/01/2006,59.0,42.0,10.0,0.0,4.0,0.0,0.0
09/01/2006,6.0,0.0,14.0,1.0,0.0,4.0,0.0
02/01/2006,26.0,43.0,6.0,4.0,1.0,0.0,4.0
26/12/2005,150.0,81.0,22.0,0.0,4.0,1.0,0.0
19/12/2005,80.0,59.0,0.0,0.0,0.0,4.0,1.0
12/12/2005,82.0,14.0,13.0,2.0,0.0,0.0,4.0
05/12/2005,58.0,34.0,21.0,0.0,2.0,0.0,0.0
28/11/2005,84.0,9.0,18.0,66.0,0.0,2.0,0.0
21/11/2005,59.0,66.0,14.0,17.0,66.0,0.0,2.0
14/11/2005,60.0,56.0,10.0,3.0,17.0,66.0,0.0
07/11/2005,116.0,52.0,13.0,2.0,3.0,17.0,66.0
31/10/2005,99.0,52.0,27.0,23.0,2.0,3.0,17.0
24/10/2005,112.0,55.0,30.0,25.0,23.0,2.0,3.0
17/10/2005,197.0,85.0,26.0,8.0,25.0,23.0,2.0
10/10/2005,116.0,50.0,28.0,11.0,8.0,25.0,23.0
03/10/2005,215.0,35.0,32.0,12.0,11.0,8.0,25.0
26/09/2005,82.0,62.0,39.0,9.0,12.0,11.0,8.0
19/09/2005,155.0,15.0,26.0,12.0,9.0,12.0,11.0
12/09/2005,80.0,23.0,40.0,18.0,12.0,9.0,12.0
05/09/2005,13.0,7.0,46.0,16.0,18.0,12.0,9.0
29/08/2005,70.0,34.0,44.0,0.0,16.0,18.0,12.0
22/08/2005,391.0,87.0,26.0,19.0,0.0,16.0,18.0
15/08/2005,178.0,14.0,0.0,56.0,19.0,0.0,16.0
08/08/2005,124.0,41.0,13.0,8.0,56.0,19.0,0.0
01/08/2005,235.0,33.0,84.0,37.0,8.0,56.0,19.0
25/07/2005,88.0,37.0,23.0,19.0,37.0,8.0,56.0
18/07/2005,187.0,21.0,2.0,3.0,19.0,37.0,8.0
11/07/2005,140.0,9.0,16.0,6.0,3.0,19.0,37.0
04/07/2005,111.0,28.0,8.0,3.0,6.0,3.0,19.0
27/06/2005,72.0,7.0,8.0,20.0,3.0,6.0,3.0
20/06/2005,75.0,5.0,8.0,31.0,20.0,3.0,6.0
13/06/2005,44.0,7.0,8.0,9.0,31.0,20.0,3.0
06/06/2005,40.0,6.0,1.0,14.0,9.0,31.0,20.0
30/05/2005,37.0,4.0,6.0,0.0,14.0,9.0,31.0
23/05/2005,10.0,5.0,4.0,11.0,0.0,14.0,9.0
16/05/2005,6.0,3.0,0.0,0.0,11.0,0.0,14.0
09/05/2005,7.0,5.0,1.0,0.0,0.0,11.0,0.0
02/05/2005,5.0,0.0,1.0,0.0,0.0,0.0,11.0
25/04/2005,10.0,1.0,2.0,8.0,0.0,0.0,0.0
18/04/2005,11.0,3.0,0.0,0.0,8.0,0.0,0.0
11/04/2005,16.0,5.0,1.0,1.0,0.0,8.0,0.0
04/04/2005,20.0,3.0,2.0,0.0,1.0,0.0,8.0
28/03/2005,17.0,1.0,0.0,2.0,0.0,1.0,0.0
21/03/2005,21.0,17.0,0.0,4.0,2.0,0.0,1.0
14/03/2005,34.0,3.0,2.0,0.0,4.0,2.0,0.0
07/03/2005,28.0,11.0,0.0,0.0,0.0,4.0,2.0
28/02/2005,44.0,11.0,0.0,21.0,0.0,0.0,4.0
21/02/2005,33.0,7.0,3.0,4.0,21.0,0.0,0.0
14/02/2005,85.0,13.0,6.0,4.0,4.0,21.0,0.0
07/02/2005,16.0,23.0,5.0,25.0,4.0,4.0,21.0
31/01/2005,95.0,15.0,6.0,9.0,25.0,4.0,4.0
24/01/2005,43.0,30.0,25.0,4.0,9.0,25.0,4.0
17/01/2005,35.0,7.0,9.0,23.0,4.0,9.0,25.0
10/01/2005,30.0,9.0,13.0,14.0,23.0,4.0,9.0
