Date,BUDAPEST,BUDAPEST.L2,BUDAPEST.L6,BUDAPEST.L8,BUDAPEST.L12,CSONGRAD.L8,CSONGRAD.L10,CSONGRAD.L12,CSONGRAD.L13,GYOR.L1,GYOR.L2,GYOR.L4,GYOR.L6,GYOR.L9,GYOR.L11,GYOR.L16,HEVES.L4,NOGRAD.L5,NOGRAD.L11,PEST.L2,PEST.L13,SZABOLCS.L3,ZALA.L3,ZALA.L8,ZALA.L9,ZALA.L10,ZALA.L14,ZALA.L15
16/07/2012,125.0,210.0,161.0,136.0,166.0,46.0,86.0,21.0,89.0,61.0,57.0,113.0,123.0,94.0,92.0,116.0,40.0,73.0,43.0,125.0,255.0,113.0,32.0,37.0,51.0,44.0,39.0,24.0
09/07/2012,104.0,125.0,385.0,278.0,168.0,70.0,29.0,77.0,21.0,49.0,61.0,56.0,108.0,60.0,106.0,63.0,92.0,68.0,71.0,131.0,209.0,14.0,16.0,45.0,37.0,51.0,64.0,39.0
02/07/2012,140.0,104.0,230.0,161.0,350.0,103.0,46.0,86.0,77.0,24.0,49.0,57.0,113.0,110.0,94.0,128.0,40.0,100.0,106.0,101.0,160.0,28.0,11.0,54.0,45.0,37.0,27.0,64.0
25/06/2012,99.0,140.0,284.0,385.0,224.0,90.0,70.0,29.0,86.0,27.0,24.0,61.0,56.0,123.0,60.0,107.0,25.0,59.0,76.0,65.0,290.0,24.0,12.0,49.0,54.0,45.0,42.0,27.0
18/06/2012,35.0,99.0,210.0,230.0,136.0,30.0,103.0,46.0,29.0,7.0,27.0,49.0,57.0,108.0,110.0,90.0,15.0,25.0,107.0,30.0,204.0,10.0,9.0,32.0,49.0,54.0,44.0,42.0
11/06/2012,14.0,35.0,125.0,284.0,278.0,58.0,90.0,70.0,46.0,5.0,7.0,24.0,61.0,113.0,123.0,92.0,15.0,21.0,88.0,29.0,105.0,14.0,0.0,32.0,32.0,49.0,51.0,44.0
04/06/2012,34.0,14.0,104.0,210.0,161.0,47.0,30.0,103.0,70.0,4.0,5.0,27.0,49.0,56.0,108.0,106.0,14.0,18.0,73.0,19.0,257.0,1.0,0.0,16.0,32.0,32.0,37.0,51.0
28/05/2012,7.0,34.0,140.0,125.0,385.0,61.0,58.0,90.0,103.0,33.0,4.0,7.0,24.0,57.0,113.0,94.0,2.0,11.0,68.0,9.0,210.0,14.0,0.0,11.0,16.0,32.0,45.0,37.0
21/05/2012,7.0,7.0,99.0,104.0,230.0,39.0,47.0,30.0,90.0,7.0,33.0,5.0,27.0,61.0,56.0,60.0,9.0,6.0,100.0,7.0,198.0,4.0,2.0,12.0,11.0,16.0,54.0,45.0
14/05/2012,4.0,7.0,35.0,140.0,284.0,21.0,61.0,58.0,30.0,4.0,7.0,4.0,7.0,49.0,57.0,110.0,2.0,8.0,59.0,5.0,149.0,9.0,0.0,9.0,12.0,11.0,49.0,54.0
07/05/2012,4.0,4.0,14.0,99.0,210.0,3.0,39.0,47.0,58.0,6.0,4.0,33.0,5.0,24.0,61.0,123.0,1.0,3.0,25.0,3.0,220.0,0.0,0.0,0.0,9.0,12.0,32.0,49.0
30/04/2012,10.0,4.0,34.0,35.0,125.0,5.0,21.0,61.0,47.0,2.0,6.0,7.0,4.0,27.0,49.0,108.0,6.0,1.0,21.0,19.0,125.0,1.0,3.0,0.0,0.0,9.0,32.0,32.0
23/04/2012,6.0,10.0,7.0,14.0,104.0,15.0,3.0,39.0,61.0,3.0,2.0,4.0,33.0,7.0,24.0,113.0,0.0,1.0,18.0,1.0,131.0,1.0,0.0,0.0,0.0,0.0,16.0,32.0
16/04/2012,6.0,6.0,7.0,34.0,140.0,14.0,5.0,21.0,39.0,3.0,3.0,6.0,7.0,5.0,27.0,56.0,0.0,0.0,11.0,2.0,101.0,1.0,0.0,2.0,0.0,0.0,11.0,16.0
09/04/2012,12.0,6.0,4.0,7.0,99.0,3.0,15.0,3.0,21.0,5.0,3.0,2.0,4.0,4.0,7.0,57.0,3.0,0.0,6.0,6.0,65.0,0.0,1.0,0.0,2.0,0.0,12.0,11.0
02/04/2012,20.0,12.0,4.0,7.0,35.0,2.0,14.0,5.0,3.0,4.0,5.0,3.0,6.0,33.0,5.0,61.0,3.0,0.0,8.0,10.0,30.0,1.0,1.0,0.0,0.0,2.0,9.0,12.0
26/03/2012,14.0,20.0,10.0,4.0,14.0,1.0,3.0,15.0,5.0,13.0,4.0,3.0,2.0,7.0,4.0,49.0,3.0,4.0,3.0,31.0,29.0,3.0,0.0,3.0,0.0,0.0,0.0,9.0
19/03/2012,33.0,14.0,6.0,4.0,34.0,1.0,2.0,14.0,15.0,22.0,13.0,5.0,3.0,4.0,33.0,24.0,1.0,3.0,1.0,34.0,19.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0
12/03/2012,20.0,33.0,6.0,10.0,7.0,0.0,1.0,3.0,14.0,12.0,22.0,4.0,3.0,6.0,7.0,27.0,2.0,2.0,1.0,32.0,9.0,55.0,6.0,0.0,0.0,3.0,0.0,0.0
05/03/2012,25.0,20.0,12.0,6.0,7.0,0.0,1.0,2.0,3.0,6.0,12.0,13.0,5.0,2.0,4.0,7.0,1.0,0.0,0.0,33.0,7.0,17.0,8.0,1.0,0.0,0.0,2.0,0.0
27/02/2012,93.0,25.0,20.0,6.0,4.0,0.0,0.0,1.0,2.0,30.0,6.0,22.0,4.0,3.0,6.0,5.0,3.0,7.0,0.0,28.0,5.0,4.0,4.0,1.0,1.0,0.0,0.0,2.0
20/02/2012,72.0,93.0,14.0,12.0,4.0,6.0,0.0,1.0,1.0,22.0,30.0,12.0,13.0,3.0,2.0,4.0,1.0,12.0,0.0,91.0,3.0,44.0,7.0,0.0,1.0,1.0,0.0,0.0
13/02/2012,54.0,72.0,33.0,20.0,10.0,2.0,0.0,0.0,1.0,32.0,22.0,6.0,22.0,5.0,3.0,33.0,4.0,9.0,4.0,95.0,19.0,31.0,21.0,0.0,0.0,1.0,3.0,0.0
06/02/2012,175.0,54.0,20.0,14.0,6.0,6.0,6.0,0.0,0.0,27.0,32.0,30.0,12.0,4.0,3.0,7.0,1.0,19.0,3.0,83.0,1.0,35.0,20.0,6.0,0.0,0.0,0.0,3.0
30/01/2012,126.0,175.0,25.0,33.0,6.0,6.0,2.0,0.0,0.0,35.0,27.0,22.0,6.0,13.0,5.0,4.0,1.0,29.0,2.0,99.0,2.0,64.0,10.0,8.0,6.0,0.0,0.0,0.0
23/01/2012,60.0,126.0,93.0,20.0,12.0,7.0,6.0,6.0,0.0,42.0,35.0,32.0,30.0,22.0,4.0,6.0,7.0,27.0,0.0,78.0,6.0,47.0,13.0,4.0,8.0,6.0,1.0,0.0
16/01/2012,193.0,60.0,72.0,25.0,20.0,0.0,6.0,2.0,6.0,86.0,42.0,27.0,22.0,12.0,13.0,2.0,37.0,11.0,7.0,108.0,10.0,17.0,18.0,7.0,4.0,8.0,1.0,1.0
09/01/2012,68.0,193.0,54.0,93.0,14.0,9.0,7.0,6.0,2.0,43.0,86.0,35.0,32.0,6.0,22.0,3.0,23.0,32.0,12.0,82.0,31.0,77.0,15.0,21.0,7.0,4.0,0.0,1.0
02/01/2012,183.0,68.0,175.0,72.0,33.0,10.0,0.0,6.0,6.0,32.0,43.0,42.0,27.0,30.0,12.0,3.0,27.0,33.0,9.0,46.0,34.0,28.0,11.0,20.0,21.0,7.0,0.0,0.0
26/12/2011,156.0,183.0,126.0,54.0,20.0,1.0,9.0,7.0,6.0,68.0,32.0,86.0,35.0,22.0,6.0,5.0,12.0,25.0,19.0,167.0,32.0,170.0,13.0,10.0,20.0,21.0,6.0,0.0
19/12/2011,479.0,156.0,60.0,175.0,25.0,24.0,10.0,0.0,7.0,137.0,68.0,43.0,42.0,32.0,30.0,4.0,23.0,14.0,29.0,197.0,33.0,69.0,12.0,13.0,10.0,20.0,8.0,6.0
12/12/2011,143.0,479.0,193.0,126.0,93.0,10.0,1.0,9.0,0.0,33.0,137.0,32.0,86.0,27.0,22.0,13.0,11.0,0.0,27.0,431.0,28.0,110.0,13.0,18.0,13.0,10.0,4.0,8.0
05/12/2011,193.0,143.0,68.0,60.0,72.0,2.0,24.0,10.0,9.0,43.0,33.0,68.0,43.0,35.0,32.0,22.0,46.0,21.0,11.0,87.0,91.0,203.0,21.0,15.0,18.0,13.0,7.0,4.0
28/11/2011,105.0,193.0,183.0,193.0,54.0,4.0,10.0,1.0,10.0,47.0,43.0,137.0,32.0,42.0,27.0,12.0,73.0,39.0,32.0,143.0,95.0,82.0,11.0,11.0,15.0,18.0,21.0,7.0
21/11/2011,136.0,105.0,156.0,68.0,175.0,2.0,2.0,24.0,1.0,41.0,47.0,33.0,68.0,86.0,35.0,6.0,15.0,74.0,33.0,114.0,83.0,71.0,13.0,13.0,11.0,15.0,20.0,21.0
14/11/2011,91.0,136.0,479.0,183.0,126.0,7.0,4.0,10.0,24.0,49.0,41.0,43.0,137.0,43.0,42.0,30.0,16.0,34.0,25.0,90.0,99.0,93.0,1.0,12.0,13.0,11.0,10.0,20.0
07/11/2011,150.0,91.0,143.0,156.0,60.0,15.0,2.0,2.0,10.0,35.0,49.0,47.0,33.0,32.0,86.0,22.0,7.0,8.0,14.0,109.0,78.0,58.0,5.0,13.0,12.0,13.0,13.0,10.0
31/10/2011,82.0,150.0,193.0,479.0,193.0,31.0,7.0,4.0,2.0,69.0,35.0,41.0,43.0,68.0,43.0,32.0,35.0,25.0,0.0,146.0,108.0,70.0,5.0,21.0,13.0,12.0,18.0,13.0
24/10/2011,64.0,82.0,105.0,143.0,68.0,11.0,15.0,2.0,4.0,53.0,69.0,49.0,47.0,137.0,32.0,27.0,37.0,4.0,21.0,95.0,82.0,73.0,22.0,11.0,21.0,13.0,15.0,18.0
17/10/2011,100.0,64.0,136.0,193.0,183.0,15.0,31.0,7.0,2.0,150.0,53.0,35.0,41.0,33.0,68.0,35.0,37.0,21.0,39.0,98.0,46.0,51.0,11.0,13.0,11.0,21.0,11.0,15.0
10/10/2011,95.0,100.0,91.0,105.0,156.0,27.0,11.0,15.0,7.0,87.0,150.0,69.0,49.0,43.0,137.0,42.0,18.0,26.0,74.0,108.0,167.0,69.0,18.0,1.0,13.0,11.0,13.0,11.0
03/10/2011,136.0,95.0,150.0,136.0,479.0,20.0,15.0,31.0,15.0,160.0,87.0,53.0,35.0,47.0,33.0,86.0,20.0,49.0,34.0,123.0,197.0,78.0,18.0,5.0,1.0,13.0,12.0,13.0
26/09/2011,80.0,136.0,82.0,91.0,143.0,15.0,27.0,11.0,31.0,102.0,160.0,150.0,69.0,41.0,43.0,43.0,17.0,25.0,8.0,114.0,431.0,49.0,10.0,5.0,5.0,1.0,13.0,12.0
19/09/2011,122.0,80.0,64.0,150.0,193.0,26.0,20.0,15.0,11.0,73.0,102.0,87.0,53.0,49.0,47.0,32.0,27.0,69.0,25.0,76.0,87.0,55.0,21.0,22.0,5.0,5.0,21.0,13.0
12/09/2011,117.0,122.0,100.0,82.0,105.0,26.0,15.0,27.0,15.0,106.0,73.0,160.0,150.0,35.0,41.0,68.0,44.0,19.0,4.0,156.0,143.0,66.0,4.0,11.0,22.0,5.0,11.0,21.0
05/09/2011,84.0,117.0,95.0,64.0,136.0,18.0,26.0,20.0,27.0,40.0,106.0,102.0,87.0,69.0,49.0,137.0,51.0,55.0,21.0,115.0,114.0,60.0,22.0,18.0,11.0,22.0,13.0,11.0
29/08/2011,133.0,84.0,136.0,100.0,91.0,31.0,26.0,15.0,20.0,97.0,40.0,73.0,160.0,53.0,35.0,33.0,23.0,26.0,26.0,45.0,90.0,46.0,14.0,18.0,18.0,11.0,1.0,13.0
22/08/2011,62.0,133.0,80.0,95.0,150.0,15.0,18.0,26.0,15.0,49.0,97.0,106.0,102.0,150.0,69.0,43.0,55.0,37.0,49.0,70.0,109.0,14.0,1.0,10.0,18.0,18.0,5.0,1.0
15/08/2011,211.0,62.0,122.0,136.0,82.0,48.0,31.0,26.0,26.0,98.0,49.0,40.0,73.0,87.0,53.0,47.0,20.0,39.0,25.0,50.0,146.0,115.0,11.0,21.0,10.0,18.0,5.0,5.0
08/08/2011,143.0,211.0,117.0,80.0,64.0,8.0,15.0,18.0,26.0,68.0,98.0,97.0,106.0,160.0,150.0,41.0,97.0,4.0,69.0,85.0,95.0,43.0,19.0,4.0,21.0,10.0,22.0,5.0
01/08/2011,128.0,143.0,84.0,122.0,100.0,41.0,48.0,31.0,18.0,74.0,68.0,49.0,40.0,102.0,87.0,49.0,26.0,33.0,19.0,71.0,98.0,23.0,14.0,22.0,4.0,21.0,11.0,22.0
25/07/2011,105.0,128.0,133.0,117.0,95.0,90.0,8.0,15.0,31.0,85.0,74.0,98.0,97.0,73.0,160.0,35.0,110.0,17.0,55.0,129.0,108.0,50.0,7.0,14.0,22.0,4.0,18.0,11.0
18/07/2011,140.0,105.0,62.0,84.0,136.0,14.0,41.0,48.0,15.0,40.0,85.0,68.0,49.0,106.0,102.0,69.0,76.0,42.0,26.0,70.0,123.0,63.0,12.0,1.0,14.0,22.0,18.0,18.0
11/07/2011,51.0,140.0,211.0,133.0,80.0,41.0,90.0,8.0,48.0,43.0,40.0,74.0,98.0,40.0,73.0,53.0,49.0,11.0,37.0,50.0,114.0,15.0,7.0,11.0,1.0,14.0,10.0,18.0
04/07/2011,70.0,51.0,143.0,62.0,122.0,4.0,14.0,41.0,8.0,28.0,43.0,85.0,68.0,97.0,106.0,150.0,24.0,23.0,39.0,93.0,76.0,30.0,2.0,19.0,11.0,1.0,21.0,10.0
27/06/2011,46.0,70.0,128.0,211.0,117.0,109.0,41.0,90.0,41.0,16.0,28.0,40.0,74.0,49.0,40.0,87.0,21.0,15.0,4.0,47.0,156.0,13.0,10.0,14.0,19.0,11.0,4.0,21.0
20/06/2011,17.0,46.0,105.0,143.0,84.0,89.0,4.0,14.0,90.0,23.0,16.0,43.0,85.0,98.0,97.0,160.0,29.0,7.0,33.0,50.0,115.0,4.0,5.0,7.0,14.0,19.0,22.0,4.0
13/06/2011,21.0,17.0,140.0,128.0,133.0,53.0,109.0,41.0,14.0,12.0,23.0,28.0,40.0,68.0,49.0,102.0,5.0,8.0,17.0,18.0,45.0,14.0,1.0,12.0,7.0,14.0,14.0,22.0
06/06/2011,51.0,21.0,51.0,105.0,62.0,23.0,89.0,4.0,41.0,17.0,12.0,16.0,43.0,74.0,98.0,73.0,14.0,10.0,42.0,3.0,70.0,33.0,13.0,7.0,12.0,7.0,1.0,14.0
30/05/2011,22.0,51.0,70.0,140.0,211.0,43.0,53.0,109.0,4.0,12.0,17.0,23.0,28.0,85.0,68.0,106.0,8.0,13.0,11.0,15.0,50.0,10.0,1.0,2.0,7.0,12.0,11.0,1.0
23/05/2011,11.0,22.0,46.0,51.0,143.0,43.0,23.0,89.0,109.0,8.0,12.0,12.0,16.0,40.0,74.0,40.0,7.0,3.0,23.0,11.0,85.0,1.0,3.0,10.0,2.0,7.0,19.0,11.0
16/05/2011,3.0,11.0,17.0,70.0,128.0,32.0,43.0,53.0,89.0,4.0,8.0,17.0,23.0,43.0,85.0,97.0,7.0,11.0,15.0,4.0,71.0,18.0,3.0,5.0,10.0,2.0,14.0,19.0
09/05/2011,10.0,3.0,21.0,46.0,105.0,11.0,43.0,23.0,53.0,5.0,4.0,12.0,12.0,28.0,40.0,49.0,3.0,4.0,7.0,4.0,129.0,18.0,1.0,1.0,5.0,10.0,7.0,14.0
02/05/2011,4.0,10.0,51.0,17.0,140.0,16.0,32.0,43.0,23.0,1.0,5.0,8.0,17.0,16.0,43.0,98.0,2.0,3.0,8.0,3.0,70.0,1.0,0.0,13.0,1.0,5.0,12.0,7.0
25/04/2011,3.0,4.0,22.0,21.0,51.0,11.0,11.0,43.0,43.0,0.0,1.0,4.0,12.0,23.0,28.0,68.0,2.0,4.0,10.0,3.0,50.0,0.0,3.0,1.0,13.0,1.0,7.0,12.0
18/04/2011,9.0,3.0,11.0,51.0,70.0,9.0,16.0,32.0,43.0,6.0,0.0,5.0,8.0,12.0,16.0,74.0,1.0,0.0,13.0,4.0,93.0,1.0,2.0,3.0,1.0,13.0,2.0,7.0
11/04/2011,14.0,9.0,3.0,22.0,46.0,1.0,11.0,11.0,32.0,0.0,6.0,1.0,4.0,17.0,23.0,85.0,2.0,0.0,3.0,15.0,47.0,1.0,5.0,3.0,3.0,1.0,10.0,2.0
04/04/2011,12.0,14.0,10.0,11.0,17.0,1.0,9.0,16.0,11.0,2.0,0.0,0.0,5.0,12.0,12.0,40.0,0.0,0.0,11.0,6.0,50.0,1.0,1.0,1.0,3.0,3.0,5.0,10.0
28/03/2011,22.0,12.0,4.0,3.0,21.0,1.0,1.0,11.0,16.0,9.0,2.0,6.0,1.0,8.0,17.0,43.0,1.0,0.0,4.0,12.0,18.0,1.0,9.0,0.0,1.0,3.0,1.0,5.0
21/03/2011,43.0,22.0,3.0,10.0,51.0,1.0,1.0,9.0,11.0,13.0,9.0,0.0,0.0,4.0,12.0,28.0,1.0,1.0,3.0,15.0,3.0,1.0,5.0,3.0,0.0,1.0,13.0,1.0
14/03/2011,27.0,43.0,9.0,4.0,22.0,1.0,1.0,1.0,9.0,17.0,13.0,2.0,6.0,5.0,8.0,16.0,4.0,2.0,4.0,27.0,15.0,7.0,0.0,2.0,3.0,0.0,1.0,13.0
07/03/2011,67.0,27.0,14.0,3.0,11.0,0.0,1.0,1.0,1.0,19.0,17.0,9.0,0.0,1.0,4.0,23.0,9.0,4.0,0.0,34.0,11.0,3.0,5.0,5.0,2.0,3.0,3.0,1.0
28/02/2011,78.0,67.0,12.0,9.0,3.0,6.0,1.0,1.0,1.0,33.0,19.0,13.0,2.0,0.0,5.0,12.0,14.0,6.0,0.0,23.0,4.0,4.0,25.0,1.0,5.0,2.0,3.0,3.0
21/02/2011,61.0,78.0,22.0,14.0,10.0,3.0,0.0,1.0,1.0,22.0,33.0,17.0,9.0,6.0,1.0,17.0,9.0,9.0,0.0,30.0,4.0,9.0,4.0,9.0,1.0,5.0,1.0,3.0
14/02/2011,62.0,61.0,43.0,12.0,4.0,5.0,6.0,1.0,1.0,35.0,22.0,19.0,13.0,0.0,0.0,12.0,6.0,14.0,0.0,45.0,3.0,8.0,30.0,5.0,9.0,1.0,0.0,1.0
07/02/2011,40.0,62.0,27.0,22.0,3.0,25.0,3.0,0.0,1.0,41.0,35.0,33.0,17.0,2.0,6.0,8.0,9.0,15.0,1.0,15.0,3.0,5.0,2.0,0.0,5.0,9.0,3.0,0.0
31/01/2011,98.0,40.0,67.0,43.0,9.0,17.0,5.0,6.0,0.0,55.0,41.0,22.0,19.0,9.0,0.0,4.0,6.0,19.0,2.0,48.0,4.0,15.0,22.0,5.0,0.0,5.0,2.0,3.0
24/01/2011,110.0,98.0,78.0,27.0,14.0,17.0,25.0,3.0,6.0,54.0,55.0,35.0,33.0,13.0,2.0,5.0,3.0,17.0,4.0,41.0,15.0,11.0,5.0,25.0,5.0,0.0,5.0,2.0
17/01/2011,142.0,110.0,61.0,67.0,12.0,17.0,17.0,5.0,3.0,78.0,54.0,41.0,22.0,17.0,9.0,1.0,38.0,60.0,6.0,35.0,6.0,23.0,4.0,4.0,25.0,5.0,1.0,5.0
10/01/2011,53.0,142.0,62.0,78.0,22.0,16.0,17.0,25.0,5.0,29.0,78.0,55.0,35.0,19.0,13.0,0.0,13.0,44.0,9.0,70.0,12.0,41.0,49.0,30.0,4.0,25.0,9.0,1.0
03/01/2011,39.0,53.0,40.0,61.0,43.0,22.0,17.0,17.0,25.0,67.0,29.0,54.0,41.0,33.0,17.0,6.0,29.0,34.0,14.0,13.0,15.0,73.0,17.0,2.0,30.0,4.0,5.0,9.0
27/12/2010,304.0,39.0,98.0,62.0,27.0,32.0,16.0,17.0,17.0,136.0,67.0,78.0,55.0,22.0,19.0,0.0,27.0,52.0,15.0,65.0,27.0,12.0,13.0,22.0,2.0,30.0,0.0,5.0
20/12/2010,300.0,304.0,110.0,40.0,67.0,27.0,22.0,17.0,17.0,68.0,136.0,29.0,54.0,35.0,33.0,2.0,13.0,53.0,19.0,125.0,34.0,48.0,10.0,5.0,22.0,2.0,5.0,0.0
13/12/2010,115.0,300.0,142.0,98.0,78.0,19.0,32.0,16.0,17.0,51.0,68.0,67.0,78.0,41.0,22.0,9.0,13.0,3.0,17.0,143.0,23.0,17.0,24.0,4.0,5.0,22.0,25.0,5.0
06/12/2010,176.0,115.0,53.0,110.0,61.0,14.0,27.0,22.0,16.0,56.0,51.0,136.0,29.0,55.0,35.0,13.0,36.0,44.0,60.0,75.0,30.0,74.0,10.0,49.0,4.0,5.0,4.0,25.0
29/11/2010,176.0,176.0,39.0,142.0,62.0,49.0,19.0,32.0,22.0,44.0,56.0,68.0,67.0,54.0,41.0,17.0,36.0,86.0,44.0,107.0,45.0,13.0,8.0,17.0,49.0,4.0,30.0,4.0
22/11/2010,157.0,176.0,304.0,53.0,40.0,13.0,14.0,27.0,32.0,73.0,44.0,51.0,136.0,78.0,55.0,19.0,22.0,35.0,34.0,102.0,15.0,74.0,23.0,13.0,17.0,49.0,2.0,30.0
15/11/2010,188.0,157.0,300.0,39.0,98.0,0.0,49.0,19.0,27.0,45.0,73.0,56.0,68.0,29.0,54.0,33.0,48.0,58.0,52.0,103.0,48.0,26.0,15.0,10.0,13.0,17.0,22.0,2.0
08/11/2010,128.0,188.0,115.0,304.0,110.0,57.0,13.0,14.0,19.0,79.0,45.0,44.0,51.0,67.0,78.0,22.0,30.0,65.0,53.0,142.0,41.0,86.0,13.0,24.0,10.0,13.0,5.0,22.0
01/11/2010,165.0,128.0,176.0,300.0,142.0,79.0,0.0,49.0,14.0,50.0,79.0,73.0,56.0,136.0,29.0,35.0,51.0,49.0,3.0,125.0,35.0,39.0,6.0,10.0,24.0,10.0,4.0,5.0
25/10/2010,129.0,165.0,176.0,115.0,53.0,31.0,57.0,13.0,49.0,68.0,50.0,45.0,44.0,68.0,67.0,41.0,49.0,43.0,44.0,124.0,70.0,88.0,55.0,8.0,10.0,24.0,49.0,4.0
18/10/2010,197.0,129.0,157.0,176.0,39.0,46.0,79.0,0.0,13.0,68.0,68.0,79.0,73.0,51.0,136.0,55.0,79.0,45.0,86.0,161.0,13.0,32.0,22.0,23.0,8.0,10.0,17.0,49.0
11/10/2010,129.0,197.0,188.0,176.0,304.0,70.0,31.0,57.0,0.0,85.0,68.0,50.0,45.0,56.0,68.0,54.0,52.0,59.0,35.0,173.0,65.0,162.0,17.0,15.0,23.0,8.0,13.0,17.0
04/10/2010,217.0,129.0,128.0,157.0,300.0,67.0,46.0,79.0,57.0,35.0,85.0,68.0,79.0,44.0,51.0,78.0,51.0,58.0,58.0,155.0,125.0,47.0,5.0,13.0,15.0,23.0,10.0,13.0
27/09/2010,109.0,217.0,165.0,188.0,115.0,77.0,70.0,31.0,79.0,124.0,35.0,68.0,50.0,73.0,56.0,29.0,49.0,38.0,65.0,168.0,143.0,62.0,5.0,6.0,13.0,15.0,24.0,10.0
20/09/2010,212.0,109.0,129.0,128.0,176.0,42.0,67.0,46.0,31.0,34.0,124.0,85.0,68.0,45.0,44.0,67.0,49.0,87.0,49.0,35.0,75.0,75.0,51.0,55.0,6.0,13.0,10.0,24.0
13/09/2010,265.0,212.0,197.0,165.0,176.0,65.0,77.0,70.0,46.0,129.0,34.0,35.0,68.0,79.0,73.0,136.0,95.0,34.0,43.0,120.0,107.0,44.0,14.0,22.0,55.0,6.0,8.0,10.0
06/09/2010,149.0,265.0,129.0,129.0,157.0,45.0,42.0,67.0,70.0,42.0,129.0,124.0,85.0,50.0,45.0,68.0,19.0,64.0,45.0,193.0,102.0,93.0,17.0,17.0,22.0,55.0,23.0,8.0
30/08/2010,143.0,149.0,217.0,197.0,188.0,87.0,65.0,77.0,67.0,90.0,42.0,34.0,35.0,68.0,79.0,51.0,53.0,40.0,59.0,159.0,103.0,33.0,25.0,5.0,17.0,22.0,15.0,23.0
23/08/2010,165.0,143.0,109.0,129.0,128.0,148.0,45.0,42.0,77.0,69.0,90.0,129.0,124.0,68.0,50.0,56.0,119.0,23.0,58.0,176.0,142.0,61.0,82.0,5.0,5.0,17.0,13.0,15.0
16/08/2010,198.0,165.0,212.0,217.0,165.0,199.0,87.0,65.0,42.0,48.0,69.0,42.0,34.0,85.0,68.0,44.0,53.0,69.0,38.0,117.0,125.0,27.0,9.0,51.0,5.0,5.0,6.0,13.0
09/08/2010,197.0,198.0,265.0,109.0,129.0,102.0,148.0,45.0,65.0,51.0,48.0,90.0,129.0,35.0,68.0,73.0,54.0,52.0,87.0,100.0,124.0,13.0,2.0,14.0,51.0,5.0,55.0,6.0
02/08/2010,211.0,197.0,149.0,212.0,197.0,111.0,199.0,87.0,45.0,53.0,51.0,69.0,42.0,124.0,85.0,45.0,69.0,30.0,34.0,138.0,161.0,43.0,43.0,17.0,14.0,51.0,22.0,55.0
26/07/2010,177.0,211.0,143.0,265.0,129.0,173.0,102.0,148.0,87.0,42.0,53.0,48.0,90.0,34.0,35.0,79.0,32.0,20.0,64.0,115.0,173.0,47.0,52.0,25.0,17.0,14.0,17.0,22.0
19/07/2010,168.0,177.0,165.0,149.0,217.0,52.0,111.0,199.0,148.0,57.0,42.0,51.0,69.0,129.0,124.0,50.0,38.0,21.0,40.0,105.0,155.0,38.0,5.0,82.0,25.0,17.0,5.0,17.0
12/07/2010,110.0,168.0,198.0,143.0,109.0,108.0,173.0,102.0,199.0,48.0,57.0,53.0,48.0,42.0,34.0,68.0,7.0,17.0,23.0,135.0,168.0,31.0,42.0,9.0,82.0,25.0,5.0,5.0
05/07/2010,65.0,110.0,197.0,165.0,212.0,146.0,52.0,111.0,102.0,52.0,48.0,42.0,51.0,90.0,129.0,68.0,86.0,16.0,69.0,182.0,35.0,16.0,13.0,2.0,9.0,82.0,51.0,5.0
28/06/2010,104.0,65.0,211.0,198.0,265.0,38.0,108.0,173.0,111.0,17.0,52.0,57.0,53.0,69.0,42.0,85.0,53.0,25.0,52.0,72.0,120.0,8.0,4.0,43.0,2.0,9.0,14.0,51.0
21/06/2010,85.0,104.0,177.0,197.0,149.0,93.0,146.0,52.0,173.0,11.0,17.0,48.0,42.0,48.0,90.0,35.0,46.0,25.0,30.0,72.0,193.0,16.0,51.0,52.0,43.0,2.0,17.0,14.0
14/06/2010,54.0,85.0,168.0,211.0,143.0,48.0,38.0,108.0,52.0,12.0,11.0,52.0,57.0,51.0,69.0,124.0,53.0,50.0,20.0,55.0,159.0,29.0,18.0,5.0,52.0,43.0,25.0,17.0
07/06/2010,18.0,54.0,110.0,177.0,165.0,115.0,93.0,146.0,108.0,7.0,12.0,17.0,48.0,53.0,48.0,34.0,36.0,21.0,21.0,41.0,176.0,5.0,1.0,42.0,5.0,52.0,82.0,25.0
31/05/2010,16.0,18.0,65.0,168.0,198.0,42.0,48.0,38.0,146.0,5.0,7.0,11.0,52.0,42.0,51.0,129.0,13.0,12.0,17.0,29.0,117.0,6.0,21.0,13.0,42.0,5.0,9.0,82.0
24/05/2010,14.0,16.0,104.0,110.0,197.0,62.0,115.0,93.0,38.0,0.0,5.0,12.0,17.0,57.0,53.0,42.0,21.0,22.0,16.0,32.0,100.0,1.0,4.0,4.0,13.0,42.0,2.0,9.0
17/05/2010,7.0,14.0,85.0,65.0,211.0,36.0,42.0,48.0,93.0,6.0,0.0,7.0,11.0,48.0,42.0,90.0,8.0,7.0,25.0,11.0,138.0,2.0,8.0,51.0,4.0,13.0,43.0,2.0
10/05/2010,27.0,7.0,54.0,104.0,177.0,62.0,62.0,115.0,48.0,1.0,6.0,5.0,12.0,52.0,57.0,69.0,9.0,2.0,25.0,1.0,115.0,0.0,1.0,18.0,51.0,4.0,52.0,43.0
